series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	typeOfWasteTreatment_code	typeOfWasteTreatment_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	RECYCL	Recycling	2016	46097.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	RECYCL	Recycling	2016	3354.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	INCINRT	Incineration	2016	4.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	LANDFIL	Landfilling	2016	7.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	446	China, Macao Special Administrative Region	4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1	LANDFIL	Landfilling	2017	19243.0					UNSTATS / Environment Live 	Fly ash from incineration.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	446	China, Macao Special Administrative Region	4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1	INCINRT	Incineration	2017	556.0					UNSTATS / Environment Live 	Pathological solid waste collected from hospitals and clinics for incineration.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1	INCINRT	Incineration	2007	12145.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1	LANDFIL	Landfilling	2007	33812.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1	INCINRT	Incineration	2017	64177.550781					UNSTATS / Environment Live 	Data collected from On-site Treatment and Off-site Clinical wastes Incinerators.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1	RECYCL	Recycling	2017	1149341.75					UNSTATS / Environment Live 	Data collected from Local Off-site Recovery Facilities.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1	LANDFIL	Landfilling	2017	633196.0625					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	INCINRT	Incineration	2016	477.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	RECYCL	Recycling	2010	73.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	474	Martinique	5	29	Caribbean	Country	-60.91544135	14.56086108	MTQ	0	1	RECYCL	Recycling	2010	3415.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	474	Martinique	5	29	Caribbean	Country	-60.91544135	14.56086108	MTQ	0	1	LANDFIL	Landfilling	2010	2729.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	474	Martinique	5	29	Caribbean	Country	-60.91544135	14.56086108	MTQ	0	1	INCINRT	Incineration	2010	2381.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1	LANDFIL	Landfilling	2007	7432.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1	INCINRT	Incineration	2007	1290.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	LANDFIL	Landfilling	2017	623.140015					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	INCINRT	Incineration	2017	460.859985					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	RECYCL	Recycling	2017	3784.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	492	Monaco	4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1	INCINRT	Incineration	2017	166.199997					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	RECYCL	Recycling	2017	6168.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	LANDFIL	Landfilling	2017	680.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1	INCINRT	Incineration	2012	1447.300049					UNSTATS / Environment Live 	5% of total hazardous waste.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1	LANDFIL	Landfilling	2012	27498.699219					UNSTATS / Environment Live 	95% of total collected hazardous waste.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1	RECYCL	Recycling	2008	55144.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1	LANDFIL	Landfilling	2008	58810.0					UNSTATS / Environment Live 	The amount deposited in landfill is equal to the sum of the amounts deposited in landfill directly and the ones the ones deposited in landfill after treatment.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	LANDFIL	Landfilling	2017	541012.375					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	INCINRT	Incineration	2017	582.799988					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	RECYCL	Recycling	2017	1636.900024					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	LANDFIL	Landfilling	2016	962796.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	INCINRT	Incineration	2016	330102.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	RECYCL	Recycling	2016	3581477.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	LANDFIL	Landfilling	2016	1219738.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	INCINRT	Incineration	2016	258006.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	RECYCL	Recycling	2016	811242.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1	LANDFIL	Landfilling	2005	554000.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	INCINRT	Incineration	2016	56637.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	LANDFIL	Landfilling	2016	706945.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	RECYCL	Recycling	2016	359224.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	LANDFIL	Landfilling	2011	3094.699951					UNSTATS / Environment Live 	The data refer only to the amount of medical waste (Clinical waste resulting from medical care provided in hospitals, medical centres and clinics, Basel Convention, Annex I Y1) collected in the districts of Panama (capital) and San Miguelito. These wastes are deposited in the Cerro PatacĂłn landfill. Source: Urban and Households Sanitation Office (1995-2006) and Urban and Households Sanitation Authority (2007-2012). By request of administrative records.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	60	Bermuda	4	21	Northern America	Country	-64.78155012	32.27881922	BMU	0	1	INCINRT	Incineration	2017	5.0					UNSTATS / Environment Live 	Estimated data.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	60	Bermuda	4	21	Northern America	Country	-64.78155012	32.27881922	BMU	0	1	LANDFIL	Landfilling	2017	215.0					UNSTATS / Environment Live 	Estimated data.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	60	Bermuda	4	21	Northern America	Country	-64.78155012	32.27881922	BMU	0	1	RECYCL	Recycling	2017	310.0					UNSTATS / Environment Live 	Estimated data.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	INCINRT	Incineration	2016	155729.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	LANDFIL	Landfilling	2016	302212.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	RECYCL	Recycling	2016	926403.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	INCINRT	Incineration	2016	17464.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	LANDFIL	Landfilling	2016	248366.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	RECYCL	Recycling	2016	196077.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	638	Réunion	5	14	Eastern Africa	Country	55.53171398	-21.13183266	REU	0	1	RECYCL	Recycling	2016	12274.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	638	Réunion	5	14	Eastern Africa	Country	55.53171398	-21.13183266	REU	0	1	LANDFIL	Landfilling	2016	339.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	638	Réunion	5	14	Eastern Africa	Country	55.53171398	-21.13183266	REU	0	1	INCINRT	Incineration	2016	1553.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1	INCINRT	Incineration	2017	428.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	INCINRT	Incineration	2016	26472.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	LANDFIL	Landfilling	2016	110725.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	RECYCL	Recycling	2016	72518.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	RECYCL	Recycling	2017	68685480.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	LANDFIL	Landfilling	2017	27061028.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1	RECYCL	Recycling	2017	1578.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1	LANDFIL	Landfilling	2017	66.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	670	Saint Vincent and the Grenadines	5	29	Caribbean	Country	-61.19024321	13.24627968	VCT	1	1	LANDFIL	Landfilling	2002	0.15					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	INCINRT	Incineration	2015	11410.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	RECYCL	Recycling	2015	52796.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	LANDFIL	Landfilling	2015	16494383.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	INCINRT	Incineration	2016	14451.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	LANDFIL	Landfilling	2016	68340.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	RECYCL	Recycling	2016	72570.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	LANDFIL	Landfilling	2016	10674.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	INCINRT	Incineration	2016	9887.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	RECYCL	Recycling	2016	51151.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	LANDFIL	Landfilling	2017	48377100.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	INCINRT	Incineration	2016	4266860.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	RECYCL	Recycling	2017	3444324.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1	INCINRT	Incineration	2017	1061.537964					UNSTATS / Environment Live 	Data is based on amount of Clinical waste disposed of at the landfill site through incineration.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	LANDFIL	Landfilling	2016	398291.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	INCINRT	Incineration	2016	636.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	RECYCL	Recycling	2016	1570261.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	LANDFIL	Landfilling	2016	626580.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	INCINRT	Incineration	2016	210477.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	RECYCL	Recycling	2016	385016.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	INCINRT	Incineration	2015	260000.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	RECYCL	Recycling	2015	360000.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	784	United Arab Emirates	4	145	Western Asia	Country	53.98279159	23.43322219	ARE	1	1	LANDFIL	Landfilling	2015	75040.34375					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	784	United Arab Emirates	4	145	Western Asia	Country	53.98279159	23.43322219	ARE	1	1	INCINRT	Incineration	2015	6177.675293					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	784	United Arab Emirates	4	145	Western Asia	Country	53.98279159	23.43322219	ARE	1	1	RECYCL	Recycling	2015	37124.046875					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1	RECYCL	Recycling	2001	14000.0					UNSTATS / Environment Live 	Regeneration of used lubricating oils. Source: SOTULUB.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	LANDFIL	Landfilling	2016	6623186.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	INCINRT	Incineration	2016	57814.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	RECYCL	Recycling	2016	696322.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	RECYCL	Recycling	2017	305545.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	LANDFIL	Landfilling	2017	96810.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	INCINRT	Incineration	2017	8748.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1	INCINRT	Incineration	2012	149.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1	RECYCL	Recycling	2012	4900.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1	LANDFIL	Landfilling	2014	3614.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1	LANDFIL	Landfilling	2016	844535.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
