series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2017	nan					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	2017	50.0					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	2017	100.0					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	2017	nan					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	2017	43.33					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	2017	100.0					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	2017	100.0					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	2017	64.09					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	2017	35.08					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	2017	0.0					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	2017	53.6					Environment Live		_X	Data nature not available	PT	Percentage	G	Global			
