series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	typeOfProduct_code	typeOfProduct_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	value_detail	lowerBound_detail	upperBound_detail
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	ALP	All products	2017	60.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	AGG_CLTH	Clothing	2017	29.16667					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	AGG_IND	Industrial products	2017	67.03297					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	AGG_TXT	Textiles	2017	33.33333					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	30	Eastern Asia	3	142	Asia	Region						AGG_AGR	Agricultural products	2017	39.65285					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	30	Eastern Asia	3	142	Asia	Region						ALP	All products	2017	40.02741					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	30	Eastern Asia	3	142	Asia	Region						AGG_ARMS	Arms	2017	39.90665					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	30	Eastern Asia	3	142	Asia	Region						AGG_CLTH	Clothing	2017	25.35058					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	30	Eastern Asia	3	142	Asia	Region						AGG_OIL	Oil	2017	70.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	30	Eastern Asia	3	142	Asia	Region						AGG_TXT	Textiles	2017	31.37949					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	30	Eastern Asia	3	142	Asia	Region						AGG_IND	Industrial products	2017	41.89771					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	AGG_CLTH	Clothing	2017	57.97736					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	AGG_ARMS	Arms	2017	80.39216					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	AGG_IND	Industrial products	2017	70.16077					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	AGG_AGR	Agricultural products	2017	59.12977					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	AGG_OIL	Oil	2017	75.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	AGG_TXT	Textiles	2017	71.56065					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	ALP	All products	2017	67.80634					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	AGG_AGR	Agricultural products	2017	62.16216					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	ALP	All products	2017	82.35294					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	AGG_ARMS	Arms	2017	100.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	AGG_CLTH	Clothing	2017	81.25					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	AGG_IND	Industrial products	2017	83.88278					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	AGG_TXT	Textiles	2017	75.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	AGG_AGR	Agricultural products	2017	91.60839					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	AGG_CLTH	Clothing	2017	68.75					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	AGG_IND	Industrial products	2017	82.7957					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	AGG_TXT	Textiles	2017	80.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	ALP	All products	2017	84.65804					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	AGG_AGR	Agricultural products	2017	71.62162					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	ALP	All products	2017	69.80073					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	AGG_OIL	Oil	2017	90.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	AGG_IND	Industrial products	2017	70.12826					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	AGG_ARMS	Arms	2017	25.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	AGG_TXT	Textiles	2017	67.61364					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	AGG_CLTH	Clothing	2017	56.33803					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	ALP	All products	2017	20.83333					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	AGG_IND	Industrial products	2017	24.27746					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	AGG_TXT	Textiles	2017	0.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	AGG_AGR	Agricultural products	2017	22.85714					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	AGG_CLTH	Clothing	2017	0.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	AGG_OIL	Oil	2016	0.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	AGG_ARMS	Arms	2016	0.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	AGG_AGR	Agricultural products	2017	51.92398					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	ALP	All products	2017	64.39792					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	AGG_ARMS	Arms	2017	40.81633					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	AGG_CLTH	Clothing	2017	56.38298					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	AGG_IND	Industrial products	2017	67.82167					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	AGG_OIL	Oil	2017	80.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	AGG_TXT	Textiles	2017	65.43103					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	AGG_AGR	Agricultural products	2017	69.66905					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	AGG_ARMS	Arms	2017	0.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	AGG_CLTH	Clothing	2017	48.7312					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	AGG_IND	Industrial products	2017	78.7252					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	AGG_OIL	Oil	2017	100.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	AGG_TXT	Textiles	2017	78.44073					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	ALP	All products	2017	72.51298					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	AGG_AGR	Agricultural products	2017	68.94977					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	ALP	All products	2017	79.67651					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	AGG_CLTH	Clothing	2017	86.11111					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	AGG_IND	Industrial products	2017	81.72138					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	AGG_OIL	Oil	2017	50.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	AGG_TXT	Textiles	2017	77.77778					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	AGG_ARMS	Arms	2017	50.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	AGG_AGR	Agricultural products	2017	83.46008					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	ALP	All products	2017	84.02822					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	AGG_TXT	Textiles	2017	68.75					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	AGG_IND	Industrial products	2017	85.95041					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	AGG_CLTH	Clothing	2017	58.33333					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	AGG_ARMS	Arms	2017	0.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	AGG_AGR	Agricultural products	2017	83.89831					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	ALP	All products	2017	65.41502					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	AGG_CLTH	Clothing	2017	51.29959					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	AGG_IND	Industrial products	2017	72.12249					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	AGG_TXT	Textiles	2017	62.5					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	AGG_ARMS	Arms	2017	50.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1	ALP	All products	2017	19.44444					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1	AGG_CLTH	Clothing	2017	0.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1	AGG_IND	Industrial products	2017	15.625					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1	AGG_TXT	Textiles	2017	0.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1	AGG_AGR	Agricultural products	2017	100.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	34	Southern Asia	3	142	Asia	Region						AGG_ARMS	Arms	2017	42.85714					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	34	Southern Asia	3	142	Asia	Region						AGG_CLTH	Clothing	2017	22.24708					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	34	Southern Asia	3	142	Asia	Region						AGG_IND	Industrial products	2017	40.9967					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	34	Southern Asia	3	142	Asia	Region						AGG_OIL	Oil	2017	73.33333					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	34	Southern Asia	3	142	Asia	Region						AGG_TXT	Textiles	2017	27.94109					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	34	Southern Asia	3	142	Asia	Region						ALP	All products	2017	37.03518					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	34	Southern Asia	3	142	Asia	Region						AGG_AGR	Agricultural products	2017	39.30442					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	AGG_AGR	Agricultural products	2017	78.85852					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	ALP	All products	2017	74.34187					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	AGG_ARMS	Arms	2017	100.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	AGG_IND	Industrial products	2017	79.0566					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	AGG_OIL	Oil	2005	100.0					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	AGG_TXT	Textiles	2017	81.81818					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	AGG_CLTH	Clothing	2017	55.89397					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	AGG_AGR	Agricultural products	2017	38.36177					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	ALP	All products	2017	33.63362					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	AGG_ARMS	Arms	2017	22.61905					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	AGG_CLTH	Clothing	2017	22.43559					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	AGG_IND	Industrial products	2017	35.72576					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	AGG_TXT	Textiles	2017	21.96508					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	AGG_OIL	Oil	2017	66.66667					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	AGG_AGR	Agricultural products	2017	63.01446					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	ALP	All products	2017	64.32652					ITC/UNCTAD/WTO database		_X	Data nature not available	PT	Percentage			
