series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	1	World	1			Region						2018	22010288211.4728					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	143	Central Asia	3	142	Asia	Region						2018	3130310.0					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	145	Western Asia	3	142	Asia	Region						2018	2212138418.48					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	15	Northern Africa	3	2	Africa	Region						2018	446457983.0					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	150	Europe	2	1	World	Region						2018	3887742878.0					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	199	Least Developed Countries (LDC)	1			Group						2018	379508754.608					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	202	Sub-Saharan Africa	3	2	Africa	Region						2018	837053212.608					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	21	Northern America	3	19	Americas	Region						2018	1798436077.0					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	30	Eastern Asia	3	142	Asia	Region						2018	5743921400.0					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
IS_RDP_LULFRG	Freight loaded and unloaded, maritime transport (metric tons)	34	Southern Asia	3	142	Asia	Region						2018	1121706213.0					Source: UNCTAD Review of Maritime Transport, 2019 and UNCTADstat ( https://unctadstat.unctad.org/wds/TableViewer/tableView.aspx).		_X	Data nature not available	T	Metric Tons	G	Global			
