series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
AG_LND_TOTL	Land area (thousands of hectares)	1	World	1			Region						2015	13021487.9486					FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data; Data nature not available	_X	Data nature not available	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	2015	10856.0					FAOSTAT		E	Estimated data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	2015	65308.0					FAOSTAT		E	Estimated data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2015	2568.0					FAOSTAT		E	Estimated data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	11	Western Africa	4	202	Sub-Saharan Africa	Region						2015	606406.0					FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data; Data nature not available	_X	Data nature not available	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	2015	20297.8					FAOSTAT		C	Country data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	2015	17652.0					FAOSTAT		E	Estimated data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	2015	238174.0					FAOSTAT		C	Country data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2015	47271.0					FAOSTAT		E	Estimated data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	2015	909351.0					FAOSTAT		C	Country data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	13	Central America	4	419	Latin America and the Caribbean	Region						2015	245227.0					FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data; Data nature not available	_X	Data nature not available	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	2015	403.0					FAOSTAT		C	Country data	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	135	Caucasus and Central Asia	1			Group						2015	410624.3					FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data; Data nature not available	_X	Data nature not available	HA_TH	Thousands of hectares	G	Global			
AG_LND_TOTL	Land area (thousands of hectares)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	2015	24.0					FAOSTAT		C	Country data	HA_TH	Thousands of hectares	G	Global			
