series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	1	World	1			Region						2019	1.274325					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	2019	8.17499732975891					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	2019	0.714098400524141					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2019	0.0020793034978183					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	2019	2.85936601424959					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	2019	4.28009207071368					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	2019	0.31094577827658					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	2019	1.13909525259267					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	2019	0.0648415025172209					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
EN_EWT_RCYPCAP	Electronic waste recycling, per capita (Kg)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	2019	9.18872549977616					Environment Live / UNU		E	Estimated data	KG	Kilograms	G	Global			
