series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	1	World	1			Region						2017	17.32					IEA (2019), World Energy Balances; Energy Balances, UN Statistics Division (2019)		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	2017	17.05					IEA (2019), World Energy Balances		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	2017	60.57					IEA (2019), World Energy Balances		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2017	88.24					Energy Balances, UN Statistics Division (2019)		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						2017	76.87					IEA (2019), World Energy Balances; Energy Balances, UN Statistics Division (2019)		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	2017	7.26					IEA (2019), World Energy Balances		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	2017	61.46					IEA (2019), World Energy Balances		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	2017	0.14					IEA (2019), World Energy Balances		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2017	78.65					IEA (2019), World Energy Balances		E	Estimated data	PT	Percentage	G	Global			
EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	2017	23.15					IEA (2019), World Energy Balances		E	Estimated data	PT	Percentage	G	Global			
