series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	1	World	20.0					Environment Live / 10YFP		C	Country data	NUMBER	Number	G	Global	2019				1			Region					
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	148	Chad	1.0					Environment Live / 10YFP	SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes	C	Country data	NUMBER	Number	G	Global	2019				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	174	Comoros	1.0					Environment Live / 10YFP	SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes	C	Country data	NUMBER	Number	G	Global	2019				5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	188	Costa Rica	1.0					Environment Live / 10YFP		C	Country data	NUMBER	Number	G	Global	2019				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	202	Sub-Saharan Africa	6.0					Environment Live / 10YFP		C	Country data	NUMBER	Number	G	Global	2019				3	2	Africa	Region					
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	214	Dominican Republic	1.0					Environment Live / 10YFP	SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes	C	Country data	NUMBER	Number	G	Global	2019				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	276	Germany	1.0					Environment Live / 10YFP		C	Country data	NUMBER	Number	G	Global	2019				4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	28	Antigua and Barbuda	1.0					Environment Live / 10YFP	SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes	C	Country data	NUMBER	Number	G	Global	2019				5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	31	Azerbaijan	1.0					Environment Live / 10YFP	SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes	C	Country data	NUMBER	Number	G	Global	2019				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	32	Argentina	1.0					Environment Live / 10YFP		C	Country data	NUMBER	Number	G	Global	2019				5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	380	Italy	1.0					Environment Live / 10YFP	SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes	C	Country data	NUMBER	Number	G	Global	2019				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	40	Austria	1.0					Environment Live / 10YFP	SDG 12.1.1 reporting this year was based on a pilot reporting process, aimed at testing and further improving the methodology and reporting processes	C	Country data	NUMBER	Number	G	Global	2019				4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	419	Latin America and the Caribbean	6.0					Environment Live / 10YFP		C	Country data	NUMBER	Number	G	Global	2019				3	19	Americas	Region					
SG_SCP_CORMEC	Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO)	428	Latvia	1.0					Environment Live / 10YFP		C	Country data	NUMBER	Number	G	Global	2019				4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1
