series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	1	World	49.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				1			Region					
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	100	Bulgaria	60.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	104	Myanmar	27.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	108	Burundi	32.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	112	Belarus	38.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	116	Cambodia	46.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	12	Algeria	48.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	120	Cameroon	34.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	132	Cabo Verde	64.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	140	Central African Republic	31.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	144	Sri Lanka	25.25					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	148	Chad	32.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	152	Chile	23.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	156	China	75.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	170	Colombia	50.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	174	Comoros	26.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	178	Congo	32.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	180	Democratic Republic of the Congo	31.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	188	Costa Rica	43.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	191	Croatia	90.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	192	Cuba	80.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	196	Cyprus	91.0					Environment Live, UNEP		C	Country data	PT	Percentage	G	Global	2018				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
