series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of skill	Reporting Type
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	1.16206	Float					International Telecommunication Union (ITU)	['']	C	Ratio	INST	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	0.85388	Float					International Telecommunication Union (ITU)	['']	C	Ratio	CMFL	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	0.85684	Float					International Telecommunication Union (ITU)	['']	C	Ratio	TRAF	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	0.95911	Float					International Telecommunication Union (ITU)	['']	C	Ratio	EPRS	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	1.13754	Float					International Telecommunication Union (ITU)	['']	C	Ratio	SOFT	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	0.88087	Float					International Telecommunication Union (ITU)	['']	C	Ratio	EMAIL	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	1.03343	Float					International Telecommunication Union (ITU)	['']	C	Ratio	COPA	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	0.7377	Float					International Telecommunication Union (ITU)	['']	C	Ratio	ARSP	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	634	Qatar	2015.0	1.19608	Float					International Telecommunication Union (ITU)	['']	C	Ratio	PCPR	G
