series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Sampling Stations
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	124	Canada	2016.0	8.03428	Float		8.3522	7.6653		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: KC10 | LATITUDE: 51.65025086 | LONGITUDE: -127.9518806']	C	PH	G	KC10
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	124	Canada	2016.0	8.00922	Float		8.5900	7.6700		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: QU39 | LATITUDE: 50.03028709 | LONGITUDE: -125.0985391']	C	PH	G	QU39
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	124	Canada	2017.0	7.99471	Float		8.3300	7.7300		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: QU39 | LATITUDE: 50.03057833 | LONGITUDE: -125.0991235']	C	PH	G	QU39
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	124	Canada	2017.0	8.07271	Float		8.5594	7.5953		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: KC10 | LATITUDE: 51.65223739 | LONGITUDE: -127.9531854']	C	PH	G	KC10
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	124	Canada	2018.0	7.93789	Float		8.4600	7.7000		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: QU39 | LATITUDE: 50.03006073 | LONGITUDE: -125.0990938']	C	PH	G	QU39
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	124	Canada	2018.0	8.04389	Float		8.4414	7.5588		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: KC10 | LATITUDE: 51.64986667 | LONGITUDE: -127.9492667']	C	PH	G	KC10
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	124	Canada	2019.0	7.91310	Float		8.2300	7.6100		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: QU39 | LATITUDE: 50.03097037 | LONGITUDE: -125.1001985']	C	PH	G	QU39
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	124	Canada	2019.0	8.06445	Float		8.3559	7.8310		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: KC10 | LATITUDE: 51.65047946 | LONGITUDE: -127.9512468']	C	PH	G	KC10
