series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	2.89375	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.37792	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.52583	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.425	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	3.03458	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.47167	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	6.95958	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.875	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	65+	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.01542	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15-24	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.08542	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15-24	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	2.95208	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15+	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.69708	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.28417	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.59375	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	65+	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.90708	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15+	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.48292	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.57625	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	65+	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.43208	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	65+	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	2.82792	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.78125	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	3.37625	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	45-54	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	2.89917	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	25-44	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.95083	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	45-54	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	2.93083	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	RURAL	FEMALE	G
