series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Name of international institution	Reporting Type
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2000.0	0.71429	Float					WTO Annual Report 2015	['']	G	PERCENT	WTO	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2000.0	0.783	Float					Asian Development Bank Annual Report 2000	['']	G	PERCENT	ADB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2005.0	0.67114	Float					WTO Annual Report 2015	['']	G	PERCENT	WTO	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2005.0	0.752	Float					Asian Development Bank Annual Report 2005	['']	G	PERCENT	ADB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2010.0	0.65359	Float					WTO Annual Report 2015	['']	G	PERCENT	WTO	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2010.0	1.92308	Float					Charter of the Financial Stability Board (2009)	['']	G	PERCENT	FSB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2010.0	0.793	Float					Asian Development Bank Annual Report 2010	['']	G	PERCENT	ADB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2015.0	0.625	Float					WTO Annual Report 2015	['']	G	PERCENT	WTO	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2015.0	0.735	Float					Asian Development Bank Annual Report 2015	['']	G	PERCENT	ADB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2015.0	1.75439	Float					Charter of the Financial Stability Board (2012)	['']	G	PERCENT	FSB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2016.0	0.734	Float					Asian Development Bank Annual Report 2016	['']	G	PERCENT	ADB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2016.0	0.61728	Float					WTO Annual Report 2016	['']	G	PERCENT	WTO	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2016.0	1.75439	Float					Financial Stability Board 3rd Annual Report	['']	G	PERCENT	FSB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2017.0	0.60976	Float					WTO Annual Report 2017	['']	G	PERCENT	WTO	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2017.0	1.75439	Float					Financial Stability Board 4th Annual Report	['']	G	PERCENT	FSB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2017.0	0.734	Float					Asian Development Bank Annual Report 2017	['']	G	PERCENT	ADB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2018.0	1.75439	Float					Financial Stability Board 5th Annual Report	['']	G	PERCENT	FSB	G
SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2018.0	0.60976	Float					WTO Annual Report 2018	['']	G	PERCENT	WTO	G
