series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2015.0	363	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2018']	NA	NUMBER	BOTHSEX	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2015.0	49	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists. Due to limitations in data coverage and given the sensitive nature of the data, country data is only available on request from OHCHR. 	['Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2018']	NA	NUMBER	FEMALE	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2015.0	314	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2018']	NA	NUMBER	MALE	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2016.0	351	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2018']	NA	NUMBER	MALE	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2016.0	400	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2018']	NA	NUMBER	BOTHSEX	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2016.0	49	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2018']	NA	NUMBER	FEMALE	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2017.0	375	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2019']	NA	NUMBER	BOTHSEX	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2017.0	50	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2019']	NA	NUMBER	FEMALE	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2017.0	325	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2019']	NA	NUMBER	MALE	G
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	2018.0	39	Float					The figures included here concern only verified cases of human rights defenders, journalists and trade unionists killed. OHCHR, UNESCO and ILO does not collect data on the number of cases of kidnapping, enforced disappearance, arbitrary detention or torture of human rights defenders, journalists and trade unionists.	['Incidents that occurred from 1 Jan to 31 October 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 28 February 2019']	NA	NUMBER	FEMALE	G
