series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2010.0	10.76	Float					UNSTATS / Environment Live 	['Data refer to acceptable hazardous wastes for landfilling such as asbestos, Clinical wastes and surgical waste. Data submitted are provisional.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2011.0	23.620000999999998	Float					UNSTATS / Environment Live 	['Data refer to acceptable hazardous wastes for landfilling such as asbestos, Clinical wastes and surgical waste. Data submitted are provisional.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2011.0	1800	Float					UNSTATS / Environment Live 	['Data refer to clinical wastes.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2011.0	1027.9799800000001	Float					UNSTATS / Environment Live 	['Data refer to used oil.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2012.0	1800	Float					UNSTATS / Environment Live 	['Data refer to clinical wastes.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2012.0	944.10998500000005	Float					UNSTATS / Environment Live 	['Data refer to used oil.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2012.0	41.860000999999997	Float					UNSTATS / Environment Live 	['Data refer to acceptable hazardous wastes for landfilling such as asbestos, Clinical wastes and surgical waste. Data submitted are provisional.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2013.0	172.279999	Float					UNSTATS / Environment Live 	['Data refer to acceptable hazardous wastes for landfilling such as asbestos, Clinical wastes and surgical waste. Data submitted are provisional.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2013.0	1820	Float					UNSTATS / Environment Live 	['Data refer to clinical wastes.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2013.0	1146.567505	Float					UNSTATS / Environment Live 	['Data refer to used oil.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2014.0	1820	Float					UNSTATS / Environment Live 	['Data refer to clinical wastes.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2014.0	1495.850342	Float					UNSTATS / Environment Live 	['Data refer to used oil.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2014.0	104.540001	Float					UNSTATS / Environment Live 	['Data refer to acceptable hazardous wastes for landfilling such as asbestos, Clinical wastes and surgical waste. Data submitted are provisional.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2015.0	216.779999	Float					UNSTATS / Environment Live 	['Data refer to acceptable hazardous wastes for landfilling such as asbestos, Clinical wastes and surgical waste. Data submitted are provisional.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2015.0	1820	Float					UNSTATS / Environment Live 	['Data refer to clinical wastes.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2015.0	2697.836182	Float					UNSTATS / Environment Live 	['Data refer to used oil.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2016.0	3230.419922	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2016.0	611.97997999999995	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2016.0	472.01998900000001	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2017.0	623.14001499999995	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2017.0	460.85998499999999	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	480	Mauritius	2017.0	3784	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
