series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	13	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	10	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	10	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	32	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	13	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	10	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	32	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	32	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	13	Float					HS - European Health and Social Integration Survey	['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.3	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	18	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.8	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	19.4	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.7	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.2	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.4	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	16.6	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.8	Float					LFS - Labour Force Survey	['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
