series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Observation Status	Reporting Type
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2001.0	0.83929	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2002.0	0.64841	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2003.0	0.99248	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2004.0	1.35164	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2005.0	1.27309	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2006.0	1.32946	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2007.0	1.1126	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2008.0	1.11474	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2013.0	1.11435	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2014.0	0.93883	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2015.0	0.94933	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2016.0	0.74904	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2017.0	0.78895	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	A	G
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	Bahrain	2018.0	0.79856	Float					Combined IMF and FAO Questionaire. UNSD national account estimates.	['Budgetary Central Government']	C	INDEX	I	G
