series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2001.0	21954	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2001.0	51001	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2001.0	14167	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2002.0	8382	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2002.0	54358	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2002.0	17412	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2003.0	12171	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2003.0	63477	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2003.0	23815	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2004.0	10300	Float					UNSTATS / Environment Live 	['Includes data on disposal and / or use of previously accumulated production waste. It also includes the export of production waste.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2004.0	54700	Float					UNSTATS / Environment Live 	['Includes data on disposal and / or use of previously accumulated production waste. It also includes the export of production waste.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2004.0	72700	Float					UNSTATS / Environment Live 	['Includes data on disposal and / or use of previously accumulated production waste. It also includes the export of production waste.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2005.0	227357	Float					UNSTATS / Environment Live 	['Includes data on disposal and / or use of previously accumulated production waste. It also includes the export of production waste.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	112	Belarus	2005.0	50163	Float					UNSTATS / Environment Live 	['Includes data on disposal and / or use of previously accumulated production waste. It also includes the export of production waste.']	C	TONNES	G	INCINRT
