series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2016.0	7.56	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2016.0	7.97	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2016.0	6.08	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2016.0	9.8	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2016.0	14.42	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2016.0	7.63	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2016.0	9.7	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	8.95	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	7.23	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	6.12	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	7.96	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	6.06	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	8.98	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	10.57	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	8.68	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2017.0	7.27	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	8.05	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	8.42	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	8.04	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	7.03	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	7	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	7.81	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	9.68	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	9.56	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	188	Costa Rica	2018.0	9.56	Float					HS - National Household Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	_T	G
