series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2015.0	92.8561330899603	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2015.0	93.7218989064592	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2015.0	85.5616101709917	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2016.0	85.599255316532	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2016.0	93.6764759963483	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2016.0	92.8820777542839	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2017.0	93.7865384192635	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2017.0	94.4309236836555	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2017.0	91.304668559827	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2018.0	94.2512437376649	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2018.0	93.5857627424197	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	30	Eastern Asia	2018.0	94.5767436285148	Float					UIS	['']	C	PERCENT	LOWSEC	G
