series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Location	Reporting Type
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2000.0	65.1	Float					World Development Indicators database, World Bank	['']	CA	PERCENT	RURAL	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2000.0	41.2	Float					World Development Indicators database, World Bank	['']	CA	PERCENT	URBAN	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2001.0	55.2	Float					World Development Indicators database, World Bank	['Source: DRSP Document de Stratégie pour la croissance et la Réduction de la Pauvreté 2006-2010.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2005.0	48.3	Float					World Development Indicators database, World Bank	['Source: Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2005.0	33.6	Float					World Development Indicators database, World Bank	['Source: Poverty line is absolute. Government estimate.']	CA	PERCENT	URBAN	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2005.0	58.8	Float					World Development Indicators database, World Bank	['Source: Poverty line is absolute. Government estimate.']	CA	PERCENT	RURAL	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2010.0	33.1	Float					World Development Indicators database, World Bank	['']	CA	PERCENT	URBAN	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2010.0	57.1	Float					World Development Indicators database, World Bank	['']	CA	PERCENT	RURAL	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	2011.0	46.7	Float					World Development Indicators database, World Bank	['']	CA	PERCENT	ALLAREA	G
