series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	5.03	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	8.53	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	12.29	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	19.21	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	22.12	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	4.67	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	4.46	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	4.44	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-6	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	6.06	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	MALE	isco08-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	458	Malaysia	2011.0	3.63	Float					ES - Salaries and Wages Survey	['Reference group coverage: Employees | Local currency: MYS - Ringgit(MYR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers']	C	CUR_LCU	FEMALE	isco08-9	G
