series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of speed	Reporting Type
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2002.0	8989	Float					ITU	['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2003.0	14878	Float					ITU	['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2004.0	27931	Float					ITU	['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2005.0	44914	Float					ITU	['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2006.0	83327	Float					ITU	['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2006.0	55396	Float					Instituto Costarricense de Electricidad (ICE).	['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2006.0	2964	Float					Instituto Costarricense de Electricidad (ICE).	['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2007.0	95000	Float					ICE-Telecomunicaciones	['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2007.0	73719	Float					Instituto Costarricense de Electricidad (ICE).	['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2007.0	3048	Float					Instituto Costarricense de Electricidad (ICE).	['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2008.0	109939	Float					Instituto Costarricense de Electricidad (ICE).	['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2008.0	97833	Float					Instituto Costarricense de Electricidad (ICE).	['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2008.0	4405	Float					Instituto Costarricense de Electricidad (ICE).	['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2009.0	182654	Float					ICE-Telecomunicaciones	['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	2009.0	158743	Float					Instituto Costarricense de Electricidad (ICE).	['']	NA	NUMBER	256KT2MBPS	G
