series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2000.0	134778.046875	Float					UNSTATS / Environment Live 	['Data collected from On-site Treatment and Off-site Clinical wastes Incinerators.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2000.0	120570.960938	Float					UNSTATS / Environment Live 	['Data collected from Local Off-site Recovery Facilities.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2000.0	84321	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2001.0	76334	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2001.0	164482	Float					UNSTATS / Environment Live 	['Data collected from On-site Treatment and Off-site Clinical wastes Incinerators.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2001.0	123670	Float					UNSTATS / Environment Live 	['Data collected from Local Off-site Recovery Facilities.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2002.0	33237	Float					UNSTATS / Environment Live 	['Data collected from On-site Treatment and Off-site Clinical wastes Incinerators.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2002.0	204666	Float					UNSTATS / Environment Live 	['Data collected from Local Off-site Recovery Facilities.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2002.0	85797	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2003.0	81358.820311999996	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2003.0	73292.351561999996	Float					UNSTATS / Environment Live 	['Data collected from On-site Treatment and Off-site Clinical wastes Incinerators.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2003.0	250260.453125	Float					UNSTATS / Environment Live 	['Data collected from Local Off-site Recovery Facilities.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2004.0	65901.84375	Float					UNSTATS / Environment Live 	['Data collected from On-site Treatment and Off-site Clinical wastes Incinerators.']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2004.0	272419.59375	Float					UNSTATS / Environment Live 	['Data collected from Local Off-site Recovery Facilities.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2004.0	88268	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2005.0	149569.984375	Float					UNSTATS / Environment Live 	['Data collected from Local Off-site Recovery Facilities.']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	458	Malaysia	2005.0	94158.179688000004	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
