series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of skill	Reporting Type
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.5	Float					International Telecommunication Union (ITU)	['']	C	Ratio	SOFT	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.6087	Float					International Telecommunication Union (ITU)	['']	C	Ratio	ARSP	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.6	Float					International Telecommunication Union (ITU)	['']	C	Ratio	CMFL	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.6	Float					International Telecommunication Union (ITU)	['']	C	Ratio	COPA	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.54545	Float					International Telecommunication Union (ITU)	['']	C	Ratio	INST	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.56098	Float					International Telecommunication Union (ITU)	['']	C	Ratio	TRAF	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.62264	Float					International Telecommunication Union (ITU)	['']	C	Ratio	EMAIL	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.59091	Float					International Telecommunication Union (ITU)	['']	C	Ratio	EPRS	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	716	Zimbabwe	2014.0	0.57143	Float					International Telecommunication Union (ITU)	['']	C	Ratio	PCPR	G
