series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2000.0	1280924	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2000.0	760626	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2000.0	95301	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2001.0	121935	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2001.0	2170048	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2001.0	640041	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2002.0	726922	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2002.0	390358	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2002.0	1310757	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2003.0	382185	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2003.0	802010	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2003.0	931700	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2004.0	150660	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2004.0	689365	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
