series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2004.0	1102787	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2005.0	123486	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2005.0	811305	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2005.0	948461	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2006.0	1056953	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2006.0	120043	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2006.0	789994	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2007.0	75388	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2007.0	995424	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2007.0	990591	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2008.0	894834	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2008.0	1066308	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2008.0	56288	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2009.0	47298	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2009.0	333246	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2009.0	794407	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2010.0	642392	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2010.0	126849	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2010.0	16473	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2011.0	15612	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2011.0	138455	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2011.0	597529	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2012.0	541356	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2012.0	146760	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2012.0	14007	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2013.0	15097	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2013.0	439049	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2013.0	102983	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2014.0	8273	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2014.0	81584	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2014.0	327134	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2015.0	314543	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2015.0	78650	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2015.0	5808	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2016.0	6232	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2016.0	102517	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2016.0	337658	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2017.0	305545	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2017.0	8748	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	804	Ukraine	2017.0	96810	Float					UNSTATS / Environment Live 	['']	C	TONNES	G	LANDFIL
