series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2010.0	88.15305	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2010.0	89.08629	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2010.0	89.68668	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2016.0	82.21831	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2016.0	82.07817	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2016.0	96.95224	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2017.0	98.40078	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2017.0	73.1315	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2017.0	73.19408	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2018.0	80.7993	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2018.0	80.97928	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	188	Costa Rica	2018.0	96.14925	Float					UIS	['']	C	PERCENT	PRIMAR	G
