series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2015.0	96.77892142483	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2015.0	97.2266296914483	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2016.0	97.1876157365325	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2016.0	96.4995063052372	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2016.0	96.7486978074909	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2017.0	96.7738226774447	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2017.0	97.2286955389656	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2017.0	96.6101319927275	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2018.0	97.3268338035767	Float					UIS	['']	C	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2018.0	96.8027531121801	Float					UIS	['']	C	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	30	Eastern Asia	2018.0	96.7212002870643	Float					UIS	['']	C	PERCENT	UPPSEC	G
