series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Observation Status	Reporting Type
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2006.0	2.51862564970368E-11	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2007.0	2.19069330759935E-11	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2008.0	14.8379362871469	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2009.0	14.918176771961	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2010.0	19.5177929237484	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2011.0	19.3020154760597	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2012.0	20.8215035853235	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2013.0	20.8666200650293	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2014.0	20.9331896499064	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2015.0	20.3475886335165	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2016.0	16.1821599232294	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2017.0	16.0679594663848	Float						IMF		['']	NA	PERCENT	A	G
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	2018.0	16.2330225320662	Float						IMF		['']	NA	PERCENT	A	G
