series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Type of speed	Reporting Type
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2001.0	771	Float						ITU		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2002.0	2847	Float						ITU		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2003.0	6386	Float						ITU		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2004.0	8967	Float						ITU		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2005.0	10185	Float						ITU		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2006.0	10200	Float						ITU		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2007.0	15210	Float						Post and Telecommunications Regulatory Authority (POTRAZ).		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2008.0	18000	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2009.0	47130	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2010.0	33000	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2011.0	34000	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2012.0	71905	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2012.0	2897	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2012.0	68548	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2013.0	947	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2013.0	5674	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2013.0	96853	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2013.0	103916	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2014.0	152234	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2014.0	1124	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2014.0	12245	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2014.0	138865	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2015.0	149123	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2015.0	163987	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2015.0	1781	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2015.0	13083	Float						Postal and Telecommunications Regulatory Authority		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2016.0	154811	Float						POTRAZ		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2016.0	170838	Float						POTRAZ		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2016.0	1876	Float						POTRAZ		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2016.0	14151	Float						POTRAZ		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2017.0	146437	Float						POTRAZ		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2017.0	187310	Float						POTRAZ		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2017.0	6926	Float						POTRAZ		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2017.0	33947	Float						POTRAZ		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2018.0	52682	Float						POTRAZ		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2018.0	139995	Float						POTRAZ		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2018.0	203056	Float						POTRAZ		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	Zimbabwe	2018.0	10379	Float						POTRAZ		['']	NA	NUMBER	10MBPS	G
