series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Type of skill	Reporting Type
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	1.1118	Float						International Telecommunication Union (ITU)		['']	C	Ratio	CMFL	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	1.17143	Float						International Telecommunication Union (ITU)		['']	C	Ratio	EPRS	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	1.05263	Float						International Telecommunication Union (ITU)		['']	C	Ratio	ARSP	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	1.24204	Float						International Telecommunication Union (ITU)		['']	C	Ratio	EMAIL	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	0.81818	Float						International Telecommunication Union (ITU)		['']	C	Ratio	PCPR	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	1.18667	Float						International Telecommunication Union (ITU)		['']	C	Ratio	COPA	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	0.92593	Float						International Telecommunication Union (ITU)		['']	C	Ratio	SOFT	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	0.98936	Float						International Telecommunication Union (ITU)		['']	C	Ratio	TRAF	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	388	Jamaica	2015.0	1.08065	Float						International Telecommunication Union (ITU)		['']	C	Ratio	INST	G
