series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	14.93	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	15.29	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-0	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	10.04	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	13.05	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	13.23	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	18.57	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	17.47	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	10.81	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	16.35	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-0	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	10.09	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	13.72	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	12.14	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	14.83	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	10.65	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	10.46	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	11.14	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	9.54	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	9.86	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	14.05	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	16.24	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-0	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	21.68	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	20.69	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	16.37	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	11.15	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	12.9	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	13.14	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	12.3	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	14.63	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	18.11	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	22.32	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	22.96	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	10.41	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2002.0	16.29	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2006.0	25.93	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding public administration, and activities of households as employers and of extraterritorial organisations and bodies | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 10 employees | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2006.0	19.35	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding public administration, and activities of households as employers and of extraterritorial organisations and bodies | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 10 employees | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	528	Netherlands	2006.0	23.16	Float						ES - Annual Earnings Survey		['Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding public administration, and activities of households as employers and of extraterritorial organisations and bodies | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 10 employees | Local currency: NLD - Euro(EUR)']	C	CUR_LCU	MALE	isco88-2	G
