series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2015.0	76.766006815943	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2015.0	99.6834546762981	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2015.0	79.1722230192467	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2016.0	99.6803265304507	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2016.0	79.3575843535412	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2016.0	77.0104570603559	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2017.0	80.8006315946925	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2017.0	76.4912612788726	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2017.0	99.6867880618044	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2018.0	76.5532121612293	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	747	Northern Africa and Western Asia	2018.0	99.6388809017618	Float						UIS		['']	E	PERCENT	UPPSEC	G
