series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Activity
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	94.53821	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	96.82285	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	99.77672	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	95.0631	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	90.16372	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	99.75634	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	98.47076	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	97.70067	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	204	Benin	2011.0	99.80336	Float						HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	AGR
