series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2015.0	89.9594235972575	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2015.0	77.8057956105581	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2015.0	90.7582190089993	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2016.0	77.2788648861344	Float						UIS		['']	C	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2016.0	90.0382074501784	Float						UIS		['']	C	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2016.0	90.8147346284526	Float						UIS		['']	C	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2017.0	91.2474056522126	Float						UIS		['']	C	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2017.0	89.1274700607356	Float						UIS		['']	C	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2017.0	75.2384663233737	Float						UIS		['']	C	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2018.0	89.1305121383407	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2018.0	91.2487784702134	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	34	Southern Asia	2018.0	75.4254022259316	Float						UIS		['']	E	PERCENT	PRIMAR	G
