series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2004.0	400	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2004.0	1489300	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2006.0	1070	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2006.0	641467	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2008.0	21075	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2008.0	31505	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2010.0	15662	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2010.0	40964	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2010.0	240506	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2012.0	136245	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2012.0	82433	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2012.0	202734	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2014.0	32456	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2014.0	124535	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2014.0	190958	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2016.0	26472	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2016.0	110725	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	642	Romania	2016.0	72518	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	RECYCL
