series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	6.79	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	MALE	isco88-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	5.45	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	3.5	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	3.15	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	9.59	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	9.87	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	5.23	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	3.66	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	3.39	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	6.53	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-0	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	3.4	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	FEMALE	isco88-X	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	3.43	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	5.29	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	9.96	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	5.61	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	10.18	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	705	Slovenia	2002.0	6.5	Float						ES - Structure of Earnings Survey		['Repository: Eurostat | Data reference period: October | Local currency: SVN - Euro(EUR)']	C	CUR_LCU	BOTHSEX	isco88-3	G
