series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2010.0	50.5	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	BOTHSEX	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2011.0	50.7	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	BOTHSEX	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2012.0	49	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	BOTHSEX	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2012.0	44.3	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	MALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2012.0	55.6	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	FEMALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2013.0	51.5	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	FEMALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2013.0	48.5	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	MALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2013.0	49.7	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	BOTHSEX	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2014.0	51.5	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	BOTHSEX	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2014.0	52.7	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	MALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2014.0	51.7	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	FEMALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2015.0	56.3	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	MALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2015.0	54.7	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	BOTHSEX	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2015.0	53.3	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	FEMALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2016.0	55.6	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	FEMALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2016.0	54.9	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	BOTHSEX	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2016.0	53.9	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	MALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2017.0	53.8	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	BOTHSEX	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2017.0	51.5	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	MALE	G
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	2017.0	55.8	Float						UNODC		['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	NA	PERCENT	FEMALE	G
