series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Reporting Type
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	834	United Republic of Tanzania	2004.0	2921.93389	Float						Tanzania demographic and health survey  2004-05. Demographic and Health Surveys. Dar es Salaam, Tanzania: National Bureau of Statistics and ORC Macro, 2005 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	834	United Republic of Tanzania	2009.0	3328.41623	Float						Tanzania National Panel Survey Report (NPS) –Round 1, 2008 - 2009. Dar es Salaam, Tanzania: NBS, 2009 (and additional analysis)		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	834	United Republic of Tanzania	2010.0	3326.66824	Float						Tanzania demographic and health survey  2010. Demographic and Health Surveys. Dar es Salaam, Tanzania: NBS and ICF Macro, 2011 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	834	United Republic of Tanzania	2011.0	2834.84583	Float						Tanzania National Panel Survey Report (NPS) - Wave 2, 2010 - 2011. Dar es Salaam, Tanzania: NBS, 2012 (and additional analysis)		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	834	United Republic of Tanzania	2013.0	3149.37856	Float						Tanzania National Panel Survey Report (NPS) - Wave 3, 2012 - 2013. Dar es Salaam, Tanzania: NBS, 2014 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	834	United Republic of Tanzania	2014.0	2981.98441	Float						Tanzania national nutrition survey 2014: Final report. United Republic of Tanzania, December 2014.		['(pending reanalysis)']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	834	United Republic of Tanzania	2015.0	3022.82866	Float						Tanzania demographic and health survey  2015-16. Demographic and Health Surveys. Dar es Salaam, Tanzania: NBS and ICF International, 2016 (and additional analysis)		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	834	United Republic of Tanzania	2018.0	2962.52203	Float						Tanzania National Nutrition Survey using SMART Methodology (TNNS) 2018. Dar es Salaam, Tanzania: MoHCDGEC, MoH, TFNC, NBS, OCGS, and UNICEF.		['']	CA	NUM_TH	<5Y	G
