series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2015.0	73.5212977091916	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2015.0	86.0880958276658	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2016.0	73.2485028824388	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2016.0	85.4431853078186	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2017.0	72.7165005954842	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2017.0	85.3619631525246	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2017.0	82.4061222295694	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2018.0	85.2723126252124	Float						UIS		['']	C	PERCENT	LOWSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2018.0	82.1513345305729	Float						UIS		['']	C	PERCENT	UPPSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	753	Eastern and South-Eastern Asia	2018.0	72.2855940883444	Float						UIS		['']	C	PERCENT	PRIMAR	G
