series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	1.83333	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	1.11667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	2.8125	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	0.125	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	0.27083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	0.3125	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	0.2	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	1.96667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	1.19167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	45-54	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	1.70417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	6.4125	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2000.0	3.6	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	6.7125	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	1.87083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	2.93333	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	3.52917	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	1.7	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	45-54	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	2.00833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	0.2125	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	0.15	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	0.30417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	0.35833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	0.875	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2004.0	1.49167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	1.60417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	1.025	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	0.42083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	0.27083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	1.8375	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	45-54	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	2.375	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	6.975	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	3.77083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	2.99583	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	2.03333	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	0.25417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	756	Switzerland	2007.0	0.2625	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	65+	ALLAREA	FEMALE	G
