series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Cities	Reporting Type
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	98.2	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	BRISBANE	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	100	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	GOLDCOAST	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	99.1	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	DARWIN	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	99.3	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	CANBERRA	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	98.1	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	ADELAIDE	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	98.6	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	SYDNEY	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	99.1	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	PERTH	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	97.8	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	MELBOURNE	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	100	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	HOBART	G
