series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Type of speed	Reporting Type
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2000.0	67000	Float						National IT and Telecom Agency.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2001.0	238000	Float						National IT and Telecom Agency.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2002.0	451297	Float						National IT and Telecom Agency.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2003.0	718299	Float						National IT and Telecom Agency.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2004.0	1017594	Float						National IT and Telecom Agency.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2005.0	1343855	Float						National IT and Telecom Agency.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2006.0	1735317	Float						OECD.		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2007.0	135183	Float						National IT and Telecommunications Agency Denmark		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2007.0	578831	Float						National IT and Telecommunications Agency Denmark		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2007.0	1903541	Float						National IT and Telecommunications Agency Denmark		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2007.0	1146853	Float						National IT and Telecommunications Agency Denmark		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2008.0	2005681	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2008.0	1428336	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2008.0	355345	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2008.0	181714	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2009.0	2022709	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2009.0	1187327	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2009.0	710387	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2009.0	99421	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2010.0	2112406	Float						Danish Business Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2010.0	1004133	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2010.0	992839	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2010.0	67642	Float						National IT- and Telecom Agency NITA		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2011.0	2143247	Float						Danish Business Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2011.0	1409380	Float						Danish Business Authority		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2011.0	630815	Float						Danish Business Authority		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2011.0	54663	Float						Danish Business Authority		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2012.0	488581	Float						Danish Business Authority		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2012.0	55086	Float						Danish Business Authority		['']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2012.0	2179545	Float						Danish Business Authority		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2012.0	1627117	Float						Danish Business Authority		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2013.0	2272401	Float						Danish Energy Agency		['Incl. 144 kbit/s to less than 256 kbit/s. Excl. subscriptions with unspecified download capacity.']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2013.0	1890816	Float						Danish Business Authority		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2013.0	333943	Float						Danish Business Authority		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2013.0	47642	Float						Danish Business Authority		['Incl. 144 kbit/s to less than 256 kbit/s.']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2014.0	263202	Float						Danish Energy Agency		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2014.0	39787	Float						Danish Energy Agency		['Incl. 144 kbit/s to less than 256 kbit/s.']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2014.0	2038770	Float						Danish Energy Agency		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2014.0	2341759	Float						Danish Energy Agency		['Incl. 144 kbit/s to less than 256 kbit/s. Incl. subscriptions with unspecified download capacity.']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2015.0	2404962	Float						Danish Energy Agency		['Incl. 144 kbit/s to less than 256 kbit/s. Incl. subscriptions with unspecified download capacity.']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2015.0	2176758	Float						Danish Energy Agency		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2015.0	191372	Float						Danish Energy Agency		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2015.0	36832	Float						Danish Energy Agency		['Incl. 144 kbit/s to less than 256 kbit/s.']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2016.0	2461403	Float						Center for Tele		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2016.0	2245261	Float						Center for Tele		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2016.0	14557	Float						Center for Tele		['Incl. 144 kbit/s to less than 256 kbit/s.']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2016.0	171578	Float						Center for Tele		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2017.0	13522	Float						Center for Tele		['Incl. 144 kbit/s to less than 256 kbit/s.']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2017.0	2327680	Float						Center for Tele		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2017.0	134180	Float						Center for Tele		['']	NA	NUMBER	2MT10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2017.0	2511987	Float						Center for Tele		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2018.0	2534348	Float						Center for Tele		['']	NA	NUMBER	ANYS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2018.0	2381124	Float						Center for Tele		['']	NA	NUMBER	10MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2018.0	10547	Float						Center for Tele		['Incl. 144 kbit/s to less than 256 kbit/s.']	NA	NUMBER	256KT2MBPS	G
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	208	Denmark	2018.0	114771	Float						Center for Tele		['']	NA	NUMBER	2MT10MBPS	G
