series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Education level	Reporting Type	Type of skill
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2006.0	1.22913	Float						LLECE 2006		['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2006.0	1.27637	Float						LLECE 2006		['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2006.0	1.35132	Float						LLECE 2006		['']	C	Ratio	PRIMAR	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2006.0	0.73205	Float						LLECE 2006		['']	C	Ratio	PRIMAR	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2013.0	1.12572	Float						LLECE 2013		['']	C	Ratio	PRIMAR	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2013.0	1.20219	Float						LLECE 2013		['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2013.0	0.91459	Float						LLECE 2013		['']	C	Ratio	PRIMAR	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2013.0	1.1762	Float						LLECE 2013		['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2015.0	1.4481	Float						PISA 2015		['']	C	Ratio	LOWSEC	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2015.0	0.94644	Float						PISA 2015		['']	C	Ratio	LOWSEC	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2018.0	1.59169	Float						PISA 2018		['']	C	Ratio	LOWSEC	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	214	Dominican Republic	2018.0	0.93939	Float						PISA 2018		['']	C	Ratio	LOWSEC	G	SKILL_MATH
