series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Type of product	Reporting Type
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2000.0	1.08135	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2001.0	1.07939	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2002.0	1.07007	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2003.0	1.09387	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2004.0	1.10892	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2005.0	1.11525	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2006.0	1.11784	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2007.0	1.12071	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2008.0	1.11837	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2009.0	1.14305	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2010.0	1.16359	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2011.0	1.18731	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2012.0	1.1758	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2013.0	1.18165	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2014.0	1.16771	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2015.0	1.16065	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2016.0	1.16262	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	2017.0	1.15658	Float						Environment Live / Global Material Flows Database		['']	E	KG_PER_CON_USD	ALP	G
