series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Type of skill	Reporting Type
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.73333	Float						International Telecommunication Union (ITU)		['']	C	Ratio	INST	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.73585	Float						International Telecommunication Union (ITU)		['']	C	Ratio	COPA	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.71429	Float						International Telecommunication Union (ITU)		['']	C	Ratio	ARSP	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.7451	Float						International Telecommunication Union (ITU)		['']	C	Ratio	CMFL	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.65789	Float						International Telecommunication Union (ITU)		['']	C	Ratio	TRAF	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.55556	Float						International Telecommunication Union (ITU)		['']	C	Ratio	PCPR	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.5	Float						International Telecommunication Union (ITU)		['']	C	Ratio	EPRS	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.52941	Float						International Telecommunication Union (ITU)		['']	C	Ratio	SOFT	G
SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	818	Egypt	2015.0	0.6	Float						International Telecommunication Union (ITU)		['']	C	Ratio	EMAIL	G
