series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	8	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	19	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	6	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	7	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	19	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	6	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	8	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	19	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2012.0	6	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	8.54	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	8.06	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	13.01	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	7.27	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	13.19	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	9.15	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	7.83	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	12.82	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	8.74	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.9	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	12	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.5	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	8.1	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	12.1	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.7	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	11.9	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.1	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.6	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
