series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	0.45	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	10+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	1.35417	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	10+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	1.89167	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	0.87917	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	0.26667	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	0.48625	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	20-74	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	1.73625	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	20-74	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	3.10417	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	0.12083	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	45-64	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	0.41667	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	45-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	0.06667	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	440	Lithuania	2003.0	0.04167	Float						Statistics Lithuania based on Time Use Survey		['Travel related to unpaid care work is not included.']	C	PERCENT	65+	ALLAREA	MALE	G
