series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	1.45833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.69458	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	45-64	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.55542	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	MALE	10+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	2.15292	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	10+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	3.95833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.27792	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	3.61125	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.20833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	MALE	45-64	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.27792	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.20833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	0.41667	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	45-64	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	0.27792	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	2.15292	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	10+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	0.76375	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	ALLAREA	MALE	10+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	5.55542	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	ALLAREA	FEMALE	25-44	G
