series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2015.0	87.8655507561733	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2015.0	88.9083696750868	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2015.0	79.2970037400363	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2016.0	89.02507966936	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2016.0	87.5020576765738	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2016.0	78.729544864391	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2017.0	77.9498617997685	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2017.0	87.125731362899	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2017.0	88.3714731924911	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2018.0	88.2962600459394	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2018.0	86.7982917148041	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	2018.0	77.7698118616946	Float						UIS		['']	E	PERCENT	PRIMAR	G
