goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),1,World,1,,,Region,,,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,T,Tonnes,G,Global,5554063.0,5738041.75,5729046.8,7436168.86,7533753.17,8062395.98,8875938.19,9011045.4,9194734.15,9382133.36,9382133.36,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,T,Tonnes,G,Global,45056.0,40442.0,38431.0,35162.0,42310.0,61987.0,61481.0,54493.0,55904.04,57225.94,57225.94,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,,,"[2014, 2015, 2016, 2017, 2018, 2019]",2014,2019,6,T,Tonnes,G,Global,,,,,2490.0,5580.82,4540.0,6200.0,6481.41,6749.95,6749.95,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,,,"[2018, 2019]",2018,2019,2,T,Tonnes,G,Global,,,,,,,,,50.0,53.8,53.8,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,T,Tonnes,G,Global,51100.0,86463.75,70400.0,93579.68,83400.0,99287.0,101400.0,103353.43,105231.37,106971.85,106971.85,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,,,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,T,Tonnes,G,Global,,,,,,2040.0,2135.61,2219.35,2286.52,2353.78,2353.78,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,,,"[2017, 2018, 2019]",2017,2019,3,T,Tonnes,G,Global,,,,,,,,5500.0,5703.19,5893.06,5893.06,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,,,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",2013,2019,7,T,Tonnes,G,Global,,,,1290000.0,1205900.94,1297132.57,1412000.0,1480000.0,1546000.0,1633216.2,1633216.2,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2012,2019,8,T,Tonnes,G,Global,,,403.76,1526.39,2724.49,2853.79,2966.8,3072.06,3171.65,3264.09,3264.09,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.5,"By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",C120501,12.5.1,"National recycling rate, tons of material recycled",2020.Q1.G.02,"['electronic waste,recycling']",EN_EWT_RCYV,Electronic waste recycling (Tonnes),191,Croatia,4,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,,,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2011,2019,9,T,Tonnes,G,Global,,17518.0,16187.0,15025.0,15488.0,23758.0,38815.0,36434.0,37186.32,37952.18,37952.18,,,,Environment Live / UNU,,E: Estimated data
