goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	166	Cocos (Keeling) Islands	4	53	Australia and New Zealand	Country	96.82633757	-12.18600682	CCK	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	15.6	nan	nan	nan			[2000,2010,2015]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	20.4	nan	nan	nan	nan			[2005,2010,2015]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	97.9	nan	nan	nan	nan			[2005,2010,2015]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	23.8	nan	nan	nan			[2000,2010,2015]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	17.0	17.0			[2000,2005,2010]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	58.4	58.4			[2000,2005,2010]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	11.5	11.5			[2000,2005,2010]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	55.5	55.5			[2000,2005,2010]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	199	Least Developed Countries (LDC)	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	202	Sub-Saharan Africa	3	2	Africa	Region								[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.4	By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity	C060401	6.4.1	Change in water-use efficiency over time	2020.Q1.G.02	['water', 'natural resources', 'water consumption']	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	USD_PER_M3	United States dollars per cubic metre	G	Global	nan	nan	nan	79.4	79.4			[2000,2005,2010]: NA = A figure was not provided.	Food and Agriculture Organisation of United Nations (FAO)		_X: Data nature not available
