goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),432,Landlocked developing countries (LLDCs),1,,,Group,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,42.05864,49.7584,58.08009,64.68993,69.16661,69.16661,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),434,Libya,4,15,Northern Africa,Country,18.0295985,27.04042819,LBY,1,1,,,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,0.0,50.0,78.08,78.08,,78.08,,,[2014-2015]: ITU estimate,[2014-2015]: ITU estimate // [2016-2017]: ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),438,Liechtenstein,4,155,Western Europe,Country,9.552985019,47.14167005,LIE,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,[2018]: Estimate. The exact figure will be available in the ITU-WTI Long questionnaire.,[2012-2014]: ITU // [2015-2018]: Office for Communications,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),44,Bahamas,5,29,Caribbean,Country,-78.05111663,24.69546597,BHS,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,34.68,46.05,98.0,98.0,98.0,98.0,98.0,98.0,,,"[2014,2016-2018]: [""Obtained from URCA's Licensees""]",[2012-2013]: ITU estimate. // [2014-2018]: Utilities Regulation and Competition Authority,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),440,Lithuania,4,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,75.5,46.0,40.0,54.0,94.0,99.0,99.98,99.98,99.99,99.99,99.99,,,,[2009]: Communications Regulatory Authority (RRT) // [2010-2018]: Communications Regulatory Authority of the Republic of Lithuania,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),442,Luxembourg,4,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,,,"[2008, 2009, 2010, 2012, 2014, 2015, 2016, 2017, 2018]",2008,2018,9,PT,Percentage,G,Global,,90.0,80.0,90.0,,95.0,,97.0,99.0,99.0,99.0,99.0,99.0,,,[2010]: estimate // [2015]: Mid 2015.,"[2008]: OECD. // [2009]: Estimate from Institut Luxembourgeois de RĂŠgulation // [2010,2014-2015]: Institut Luxembourgeois de RĂŠgulation // [2012]: ITU estimate. // [2016-2018]: ILR",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),446,"China, Macao Special Administrative Region",4,30,Eastern Asia,Country,113.5665388,22.1237259,MAC,0,1,,,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2008,2017,10,PT,Percentage,G,Global,,98.9,99.1,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,,99.9,,,,[2008-2015]: Bureau of Telecommunications Regulation // [2016-2017]: ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),450,Madagascar,5,14,Eastern Africa,Country,46.6982339,-19.38514785,MDG,1,1,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,30.0,61.0,63.01,64.0,65.0,65.0,,,[2014]: ITU estimate,[2014]: ITU estimate // [2015-2018]: AutoritĂŠ de RĂŠgulation des Technologies de Communication,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),454,Malawi,5,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,2.0,5.0,5.0,32.0,42.0,50.0,54.0,54.0,,,[2014]: ITU estimate,"[2012-2013,2015]: Malawi Communications Regulatory Authority // [2014]: ITU estimate // [2016-2018]: Malawi communications regulatory authority",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,74.0,81.1,81.6,82.4,83.1,88.0,92.0,95.3,96.2,96.3,96.3,,,[2016]: Revised from 95.0 reported in ITU Long Questionnaire 2017,"[2009,2016-2018]: Malaysian Communications and Multimedia Malaysia // [2010-2015]: Malaysian Communications and Multimedia Commission",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),462,Maldives,4,34,Southern Asia,Country,73.09672546,-0.614385021,MDV,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,41.82,57.1,75.2,78.0,83.0,83.0,100.0,100.0,100.0,100.0,100.0,,,[2009-2012]: Population figures used for calculation based on census 2006 figures. // [2014]: ITU estimate,"[2009-2013,2016-2018]: Communications Authority of Maldives // [2014-2015]: ITU estimate",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),466,Mali,5,11,Western Africa,Country,-3.522016039,17.35311254,MLI,1,1,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,0.0,10.0,23.0,29.04,66.0,66.0,,,"[2014-2015]: ITU estimate // [2018]: [""La couverture 3G s'est fortement amĂŠliorĂŠe qui a ĂŠtĂŠ ĂŠlargie Ă certaines communes urbaines et rurales""]",[2014-2015]: ITU estimate // [2016-2018]: AutoritĂŠ malienne de rĂŠgulation des tĂŠlĂŠcommunications/TIC et Postes,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),470,Malta,4,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,88.64,96.32,99.0,100.0,100.0,100.0,100.0,100.0,,,,[2012-2014]: ITU estimate. // [2015-2018]: Malta Communications Authority,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),474,Martinique,5,29,Caribbean,Country,-60.91544135,14.56086108,MTQ,0,1,,,"[2012, 2013, 2014, 2015, 2016]",2012,2016,5,PT,Percentage,G,Global,,,,,,57.14,72.22,78.48,85.28,92.67,,,92.67,,,,ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),478,Mauritania,5,11,Western Africa,Country,-10.33187259,20.26089546,MRT,1,1,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,0.0,30.0,41.0,42.07,43.0,43.0,,,[2014-2015]: ITU estimate // [2016-2018]: ARE estimate,[2014-2015]: ITU estimate // [2016-2018]: AutoritĂŠ de RĂŠgulation,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),48,Bahrain,4,145,Western Asia,Country,50.5490754,26.04407747,BHR,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,100.0,100.0,100.0,100.0,100.0,97.9,97.9,100.0,100.0,100.0,100.0,,,[2014-2015]: as per 2014 Audit,[2009]: Telecommunications Regulatory Authority (TRA) // [2010-2015]: Telecommunications Regulatory Authority // [2016-2018]: Telecommunications Regulatory Authority (TRA Bahrain),,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),480,Mauritius,5,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,90.0,90.0,90.0,92.8,95.4,99.0,99.0,99.0,,,[2014]: ITU estimate // [2017-2018]: Information and Communication Technologies Authority of Mauritius,[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015]: Information and Communication Technologies Authority of Mauritius // [2016-2018]: Information and Communication Technologies Authority,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),484,Mexico,5,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2018]",2012,2018,6,PT,Percentage,G,Global,,,,,,91.71,95.0,95.0,89.0,89.0,,89.64,89.64,,,[2014]: ITU estimate,[2012-2013]: ITU estimate. // [2014-2016]: ITU estimate // [2018]: Instituto Federal de Telecomunicaciones,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),492,Monaco,4,155,Western Europe,Country,7.424214814,43.73532918,MCO,1,1,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2010,2018,9,PT,Percentage,G,Global,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,[2010-2015]: Direction des Communications Electroniques // [2016-2018]: Direction du DĂŠveloppement des Usages NumĂŠriques,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,,,"[2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]",2008,2018,10,PT,Percentage,G,Global,,39.9,46.9,49.8,49.9,52.8,,52.8,95.0,95.0,95.0,95.0,95.0,,,[2014]: ITU estimate,"[2008-2012,2016-2018]: Communications Regulatory Commission of Mongolia // [2014]: ITU estimate // [2015]: Communications Regulatory Commission of Mongolia",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,,,"[2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,9,PT,Percentage,G,Global,,,61.9,,99.0,99.0,99.0,99.0,99.0,99.0,99.5,99.8,99.8,,,[2011-2013]: % of the population covered by the mobile-cellular network wiht highest coverage.,"[2009,2011-2015]: National Regulatory Agency for Electronic Communications and Information Technology // [2016-2018]: National Regulatory Agency for Electronic Communications and Information Technology (ANRCETI)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,,,"[2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2010,2018,8,PT,Percentage,G,Global,,,,72.0,,75.28,81.81,97.2,97.2,95.0,98.0,98.0,98.0,,,[2010]: March,[2010]: Telenor Montenegro // [2012-2013]: ITU estimate. // [2014-2015]: Agency for Electronic Communications and Postal Services // [2016-2018]: Agency for electronic communications and postal sevices Montenegro,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),50,Bangladesh,4,34,Southern Asia,Country,89.17660788,22.86961622,BGD,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,1.0,21.79,59.1,71.0,91.4,92.79,95.23,95.23,,,"[2016]: June,2017 // [2017]: June,2018 // [2018]: June,2019",Bangladesh Telecommunication Regulatory Commission,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),500,Montserrat,5,29,Caribbean,Country,-62.19261223,16.73558313,MSR,0,1,,,"[2015, 2016]",2015,2016,2,PT,Percentage,G,Global,,,,,,,,,93.0,95.0,,,95.0,,,,[2015]: ITU estimate // [2016]: ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,,,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,PT,Percentage,G,Global,,68.0,69.0,69.0,75.0,75.0,75.0,80.0,80.0,95.0,96.0,98.0,98.0,,,[2008-2010]: 3G Network,[2008-2015]: Agence Nationale de RĂŠglementation des TĂŠlĂŠcommunications // [2016-2018]: ANRT,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),508,Mozambique,5,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,31.73,31.73,40.0,40.0,75.0,80.0,82.0,82.0,,,[2014]: ITU estimate // [2015-2017]: This indicator is not accurate due to the mobility of the service...,[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015]: Instituto Nacional das ComunicaĂ§Ĺes de MoĂ§ambique // [2016-2018]: ARECOM,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,81.1,93.0,95.0,96.3,97.68,98.8,99.9,100.0,100.0,100.0,100.0,,,"[2009]: ArmenTel, only // [2010]: Orange Armenia","[2009-2010]: Ministry of Transport and Communications // [2011-2015]: Ministry of Transport and Communication of Armenia // [2016-2018]: Ministry of Transport, Communication and Information Technologies of Armenia",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,,,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2007,2018,12,PT,Percentage,G,Global,0.0,32.0,48.0,49.05,65.0,85.7,87.1,93.0,95.0,96.01,99.0,99.2,99.2,,,,[2007]: ITU // [2008-2018]: Telecommunication Regulatory Authority,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),513,Europe and Northern America,2,1,World,Region,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,94.02185,93.18824,95.67661,95.98291,96.13554,96.13554,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),514,Developed Regions,1,,,Group,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,94.85203,94.03354,96.20232,96.4698,96.60164,96.60164,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),515,Developing Regions,1,,,Group,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,57.06618,75.35719,82.39491,87.065,90.58033,90.58033,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
