goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),266,Gabon,5,17,Middle Africa,Country,11.78727747,-0.60687619,GAB,1,1,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,75.0,97.0,92.0,95.0,97.0,97.0,,,,[2014]: Gabon TĂŠlĂŠcom // [2015]: AutoritĂŠ de RĂŠgulation des Communications Electroniques et des Postes // [2016-2018]: AutoritĂŠ de RĂŠgulation des Communications Ălectroniques et des Postes,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,74.35,80.79,99.0,99.0,99.85,99.98,99.98,99.98,,,[2014]: ITU estimate,[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015]: Georgian National Communications Commission // [2016-2018]: GNCC,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,,,"[2009, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,8,PT,Percentage,G,Global,,,50.0,,,35.07,46.57,50.0,86.0,86.0,86.0,88.0,88.0,,,"[2009,2014]: ITU estimate","[2009]: ITU // [2012-2013,2015]: ITU estimate. // [2014]: ITU estimate // [2016-2018]: Public Utilities Regulatory Authority",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018]",2010,2018,8,PT,Percentage,G,Global,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96.0,96.0,,,[2013]: Palestinian Central Bureau of Statistics,"[2010-2015]: Palestinian Central Bureau of Statistics // [2016,2018]: Ministry of Telecom and IT",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,,,"[2008, 2011, 2012, 2013, 2014, 2015]",2008,2015,6,PT,Percentage,G,Global,,80.0,,,89.0,90.0,92.0,92.5,95.7,,,,95.7,,,[2014-2015]: Source: Bundesministeriums fĂźr Verkehr und digitale Infrastruktur (BMVI),"[2008]: OECD. // [2011-2013,2015]: Bundesnetzagentur (BNetzA) / Federal Network Agency // [2014]: Bundesministerium fĂźr Verkehr und digitale Infrastruktur (BMVI)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),28,Antigua and Barbuda,5,29,Caribbean,Country,-61.7999755,17.07761471,ATG,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2009,2017,9,PT,Percentage,G,Global,,,0.0,0.0,0.0,98.0,98.0,98.0,98.0,99.0,99.0,,99.0,,,[2015]: ITU estimate,"[2009]: Ministry of Information, Broadcasting and Telecommunications // [2010]: Ministry of Information, Broadcasting, Telecommunications, Science & Technology // [2011]: Telecom Divison/Ministry of Information, Broadcasting, Telecommunications, Science & Technology // [2012]: Telecom Divison/Ministry of Telecommunications, Science & Technology // [2013]: Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology // [2014]: Ministry of Information, Broadcasting, Telecommunications, and Information Technology // [2015]: ITU estimate // [2016-2017]: ITU estimate.",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,,,"[2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]",2009,2018,9,PT,Percentage,G,Global,,,35.0,36.0,38.0,40.0,,70.0,80.0,80.0,80.0,80.0,80.0,,,,"[2009-2012,2014-2015]: National Communications Authority // [2016-2018]: National Communications Authority (NCA)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),29,Caribbean,4,419,Latin America and the Caribbean,Region,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,48.19126,55.25881,55.57833,68.44778,79.98448,79.98448,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),292,Gibraltar,4,39,Southern Europe,Country,-5.347561686,36.13895036,GIB,0,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,73.52,79.89,100.0,100.0,100.0,100.0,100.0,100.0,,,[2016]: 3G/4G,[2012-2013]: ITU estimate. // [2014-2018]: Gibraltar Regulatory Authority,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),296,Kiribati,4,57,Micronesia,Country,-157.5643005,1.768837732,KIR,1,1,,,"[2013, 2014, 2015, 2016, 2017, 2018]",2013,2018,6,PT,Percentage,G,Global,,,,,,,15.0,22.36,19.0,49.0,50.0,67.0,67.0,,,[2018]: only 1 operator input here,"[2013,2015]: ITU estimate. // [2014]: ITU // [2016-2018]: MICTTD",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),30,Eastern Asia,3,142,Asia,Region,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,50.9097,95.60488,98.23726,98.23608,99.45292,99.45292,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,,,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,PT,Percentage,G,Global,,88.0,74.5,96.0,98.0,98.0,98.7,98.7,99.3,99.4,99.6,99.7,99.7,,,,[2008]: OECD. // [2009-2018]: Hellenic Telecommunications & Post Commission,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),304,Greenland,4,21,Northern America,Country,-41.39371316,74.75625681,GRL,0,1,,,"[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]",2007,2018,11,PT,Percentage,G,Global,0.0,0.0,0.0,25.0,34.0,49.0,,49.0,49.0,99.0,88.3,100.0,100.0,,,[2014-2015]: ITU estimate,"[2007-2009]: TELE Greenland // [2010-2012,2016-2018]: Tele Greenland A/S // [2014-2015]: ITU estimate",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),308,Grenada,5,29,Caribbean,Country,-61.68248568,12.11238395,GRD,1,1,,,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,100.0,75.0,81.85,81.85,,81.85,,,[2015]: ITU estimate,[2014]: National Telecommunications Regulatory Commission // [2015]: ITU estimate // [2016-2017]: ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),31,Azerbaijan,4,145,Western Asia,Country,50.01064725,40.39229544,AZE,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,32.2,69.2,89.3,96.5,96.9,97.1,95.47,95.5,96.3,97.1,97.1,,,[2015-2018]: Excluding occupied territories of Azerbaijan,"[2009]: Ministry of Communications and Information Technologies of the Republic of Azerbaijan // [2010]: Ministry of Communications and Information Technologies // [2011-2012]: Ministry of Communications and Information Technologies (MC&IT) // [2013-2014]: Ministry of Communications and High Technologies (MC&HT) // [2015]: Ministry of Transport, Communications and High Technologies (MTC&HT) // [2016-2018]: Ministry of Transport, Communications and High Technologies",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),316,Guam,4,57,Micronesia,Country,144.7029305,13.35485404,GUM,0,1,,,"[2012, 2013, 2014, 2015, 2016]",2012,2016,5,PT,Percentage,G,Global,,,,,,57.14,72.22,78.48,85.28,92.67,,,92.67,,,,ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,72.05,77.68,80.0,90.0,95.0,95.0,95.0,95.0,,,[2014]: ITU estimate,"[2012-2013,2015]: ITU estimate. // [2014]: ITU estimate // [2016-2018]: Ente Nacional de Comunicaciones",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),320,Guatemala,5,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,53.0,86.0,92.0,92.0,95.0,95.0,95.0,95.0,,,,[2012-2015]: Superintendencia de Telecomunicaciones (SIT) // [2016-2018]: Superintendencia de Telecomunicaciones,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),324,Guinea,5,11,Western Africa,Country,-11.28173419,11.00210343,GIN,1,1,,,"[2014, 2015, 2018]",2014,2018,3,PT,Percentage,G,Global,,,,,,,,0.0,39.1,,,31.0,31.0,,,[2014]: ITU estimate,"[2014]: ITU estimate // [2015]: ITU // [2018]: MinistĂ¨re des Postes , des TĂŠlĂŠcommunications et de l'Economie NumĂŠrique",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),328,Guyana,5,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,,,"[2007, 2008, 2009, 2010, 2011, 2014, 2015, 2016, 2017]",2007,2017,9,PT,Percentage,G,Global,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,93.0,93.2,,93.2,,,[2014-2015]: ITU estimate,"[2007-2011,2016-2017]: National Frequency Management Unit // [2014-2015]: ITU estimate",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),332,Haiti,5,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,24.71,34.78,40.0,40.0,40.0,40.0,60.0,60.0,,,[2014]: ITU estimate,[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015]: Conseil National des TĂŠlĂŠcommunications // [2016-2018]: CONATEL (Conseil National des TĂŠlĂŠcommunications),,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),34,Southern Asia,3,142,Asia,Region,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,56.6105,69.0456,79.37379,86.62391,91.42775,91.42775,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,66.76,75.84,79.79,83.12,61.28,76.78,78.36,78.36,,,[2016]: Break in series: better estimation based on an urban/rural disaggregation of towns. // [2017]: Estimated based on coverage maps from operators. // [2018]: EstimaciĂłn en base poblaciones cubiertas segĂşn mapas de cobertura,[2012-2013]: ITU estimate. // [2014-2015]: ComisiĂłn Nacional de Telecomunicaciones (CONATEL) // [2016-2018]: Conatel,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),344,"China, Hong Kong Special Administrative Region",4,30,Eastern Asia,Country,114.0266445,22.41749934,HKG,0,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,[2009-2010]: Estimated,[2009-2010]: Office of the Telecommunications Authority // [2011-2018]: Office of the Communications Authority,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,,,"[2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]",2008,2018,10,PT,Percentage,G,Global,,70.0,79.0,66.0,71.0,97.4,,98.4,99.0,99.0,99.0,99.2,99.2,,,[2008]: Q2 2008 // [2009]: Q2 2009.,"[2008-2009]: National Communications Authority, Hungary (NCAH) // [2010-2012,2014-2018]: National Media and Infocommunications Authority",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),35,South-Eastern Asia,3,142,Asia,Region,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,67.13269,72.23572,83.24361,94.2076,96.3852,96.3852,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,,,"[2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2007,2018,11,PT,Percentage,G,Global,63.0,,87.0,92.0,96.0,96.0,96.0,98.0,99.0,99.0,99.0,99.0,99.0,,,,[2007]: OECD. // [2009-2015]: Post and Telecom Administration // [2016-2018]: PTA in Iceland,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,,,"[2007, 2008, 2009, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2007,2018,10,PT,Percentage,G,Global,0.0,0.0,0.08,,,36.53,47.26,61.0,74.0,79.67,88.0,94.0,94.0,,,"[2014-2015]: ITU estimate // [2017]: 43070 // [2018]: December 2018, Data from operator having maximum coverage","[2007-2009]: Department of Telecommunications, Ministry of Communications & IT // [2012-2013]: ITU estimate. // [2014-2015]: ITU estimate // [2016-2018]: Ministry of Communications",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,,,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,PT,Percentage,G,Global,,98.8,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.3,99.4,99.4,99.4,,,"[2015]: Department of Communications and the Arts https://www.communications.gov.au/what-we-do/phone/mobile-services-and-coverage/mobile-phone-towers // [2016-2018]: ACMA communications Report 2017-18, pp.4 As of June https://www.acma.gov.au/-/media/Research-and-Analysis/Report/pdf/Communications-report-2017-18-pdf.pdf?la=en","[2008]: ITU estimate. // [2009]: ACMA. // [2010,2012]: Department of Broadband, Communications and the Digital Economy // [2011]: ACMA Communications Report 2010-11. // [2013-2014]: Department of Communications // [2015-2018]: Department of Communications and the Arts",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,60.0,60.0,74.86,93.78,97.7,97.7,,,[2014]: ITU estimate // [2016-2017]: MCIT // [2018]: Ministry of Communications and Informatics,[2014-2015]: ITU estimate // [2016-2018]: Ministry of Communication and Informatics,,_X: Data nature not available
