goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),30,Eastern Asia,3,142,Asia,Region,,,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000]: Out of 504 local breeds, 96% are of unknown status // [2001]: Out of 506 local breeds, 96% are of unknown status // [2002]: Out of 516 local breeds, 94% are of unknown status // [2003]: Out of 531 local breeds, 95% are of unknown status // [2004]: Out of 537 local breeds, 95% are of unknown status // [2005]: Out of 547 local breeds, 95% are of unknown status // [2006]: Out of 567 local breeds, 96% are of unknown status // [2007]: Out of 575 local breeds, 96% are of unknown status // [2008]: Out of 591 local breeds, 96% are of unknown status // [2009]: Out of 595 local breeds, 96% are of unknown status // [2010]: Out of 710 local breeds, 96% are of unknown status // [2011]: Out of 715 local breeds, 96% are of unknown status // [2012]: Out of 720 local breeds, 95% are of unknown status // [2013]: Out of 722 local breeds, 98% are of unknown status // [2014]: Out of 735 local breeds, 96% are of unknown status // [2015-2016]: Out of 744 local breeds, 94% are of unknown status // [2017]: Out of 757 local breeds, 89% are of unknown status // [2018]: Out of 759 local breeds, 89% are of unknown status // [2019]: Out of 769 local breeds, 88% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,83.0,70.0,70.0,70.0,70.0,74.0,71.0,68.0,71.0,71.0,70.0,73.0,70.0,72.0,72.0,68.0,68.0,74.0,73.0,71.0,71.0,,,"[2000]: Out of 20 local breeds, 40% are of unknown status // [2001-2005]: Out of 28 local breeds, 18% are of unknown status // [2006]: Out of 29 local breeds, 17% are of unknown status // [2007-2009]: Out of 32 local breeds, 13% are of unknown status // [2010]: Out of 33 local breeds, 18% are of unknown status // [2011-2012]: Out of 35 local breeds, 14% are of unknown status // [2013-2014]: Out of 35 local breeds, 17% are of unknown status // [2015-2017,2019]: Out of 36 local breeds, 14% are of unknown status // [2018]: Out of 36 local breeds, 17% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,"[2000-2013,2015-2017,2019]: C: Country data // [2014,2018]: E: Estimated data"
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),304,Greenland,4,21,Northern America,Country,-41.39371316,74.75625681,GRL,0,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"Out of 1 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),308,Grenada,5,29,Caribbean,Country,-61.68248568,12.11238395,GRD,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000-2009]: No information on local breeds // [2010-2019]: Out of 1 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),31,Azerbaijan,4,145,Western Asia,Country,50.01064725,40.39229544,AZE,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000-2002,2005-2009]: Out of 3 local breeds, 100% are of unknown status // [2003-2004]: Out of 4 local breeds, 100% are of unknown status // [2010-2019]: Out of 29 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),312,Guadeloupe,5,29,Caribbean,Country,-61.64762115,16.14416917,GLP,0,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,No information on local breeds,DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),316,Guam,4,57,Micronesia,Country,144.7029305,13.35485404,GUM,0,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000-2009]: Out of 3 local breeds, 100% are of unknown status // [2010-2019]: Out of 5 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,20.0,20.0,,,"[2000-2001]: Out of 7 local breeds, 100% are of unknown status // [2002-2009]: Out of 8 local breeds, 100% are of unknown status // [2010-2014]: Out of 20 local breeds, 95% are of unknown status // [2015-2016]: Out of 22 local breeds, 86% are of unknown status // [2017]: Out of 23 local breeds, 83% are of unknown status // [2018-2019]: Out of 24 local breeds, 79% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,"[2000-2009]: _X: Data nature not available // [2010,2015,2017-2018]: C: Country data // [2011-2014,2016,2019]: E: Estimated data"
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),320,Guatemala,5,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000-2009]: Out of 3 local breeds, 100% are of unknown status // [2010-2019]: Out of 21 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),324,Guinea,5,11,Western Africa,Country,-11.28173419,11.00210343,GIN,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000-2009]: Out of 5 local breeds, 100% are of unknown status // [2010-2019]: Out of 6 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),328,Guyana,5,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000-2009]: No information on local breeds // [2010-2019]: Out of 11 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),332,Haiti,5,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000-2009]: No information on local breeds // [2010-2019]: Out of 9 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),334,Heard Island and McDonald Islands,4,53,Australia and New Zealand,Country,73.52633626,-53.09106147,HMD,0,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,No information on local breeds,DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),336,Holy See,4,39,Southern Europe,Country,12.45315803,41.90343751,VAT,0,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,No information on local breeds,DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),34,Southern Asia,3,142,Asia,Region,,,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000]: Out of 240 local breeds, 93% are of unknown status // [2001]: Out of 240 local breeds, 91% are of unknown status // [2002]: Out of 240 local breeds, 92% are of unknown status // [2003]: Out of 244 local breeds, 90% are of unknown status // [2004]: Out of 249 local breeds, 88% are of unknown status // [2005]: Out of 249 local breeds, 86% are of unknown status // [2006]: Out of 251 local breeds, 86% are of unknown status // [2007]: Out of 263 local breeds, 83% are of unknown status // [2008]: Out of 266 local breeds, 82% are of unknown status // [2009]: Out of 276 local breeds, 79% are of unknown status // [2010-2011]: Out of 548 local breeds, 88% are of unknown status // [2012]: Out of 549 local breeds, 88% are of unknown status // [2013-2017]: Out of 558 local breeds, 76% are of unknown status // [2018-2019]: Out of 560 local breeds, 75% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000-2009]: Out of 1 local breeds, 100% are of unknown status // [2010-2019]: Out of 22 local breeds, 100% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),344,"China, Hong Kong Special Administrative Region",4,30,Eastern Asia,Country,114.0266445,22.41749934,HKG,0,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,No information on local breeds,DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,77.0,82.0,77.0,79.0,85.0,78.0,79.0,82.0,85.0,83.0,86.0,86.0,90.0,88.0,88.0,89.0,89.0,80.0,81.0,82.0,82.0,,,"[2000]: Out of 33 local breeds, 33% are of unknown status // [2001-2002]: Out of 34 local breeds, 35% are of unknown status // [2003]: Out of 36 local breeds, 33% are of unknown status // [2004]: Out of 38 local breeds, 32% are of unknown status // [2005]: Out of 44 local breeds, 27% are of unknown status // [2006]: Out of 46 local breeds, 26% are of unknown status // [2007]: Out of 50 local breeds, 24% are of unknown status // [2008-2009]: Out of 52 local breeds, 23% are of unknown status // [2010]: Out of 86 local breeds, 49% are of unknown status // [2011]: Out of 91 local breeds, 46% are of unknown status // [2012-2013]: Out of 92 local breeds, 46% are of unknown status // [2014]: Out of 94 local breeds, 45% are of unknown status // [2015]: Out of 95 local breeds, 44% are of unknown status // [2016]: Out of 97 local breeds, 43% are of unknown status // [2017]: Out of 102 local breeds, 41% are of unknown status // [2018]: Out of 104 local breeds, 40% are of unknown status // [2019]: Out of 109 local breeds, 39% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),35,South-Eastern Asia,3,142,Asia,Region,,,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,"[2000]: Out of 148 local breeds, 74% are of unknown status // [2001]: Out of 149 local breeds, 74% are of unknown status // [2002]: Out of 162 local breeds, 73% are of unknown status // [2003]: Out of 165 local breeds, 73% are of unknown status // [2004]: Out of 167 local breeds, 74% are of unknown status // [2005]: Out of 169 local breeds, 74% are of unknown status // [2006]: Out of 171 local breeds, 74% are of unknown status // [2007]: Out of 173 local breeds, 73% are of unknown status // [2008]: Out of 180 local breeds, 84% are of unknown status // [2009]: Out of 182 local breeds, 83% are of unknown status // [2010]: Out of 322 local breeds, 80% are of unknown status // [2011]: Out of 333 local breeds, 76% are of unknown status // [2012]: Out of 338 local breeds, 75% are of unknown status // [2013]: Out of 341 local breeds, 74% are of unknown status // [2014]: Out of 344 local breeds, 73% are of unknown status // [2015]: Out of 349 local breeds, 72% are of unknown status // [2016]: Out of 353 local breeds, 71% are of unknown status // [2017-2018]: Out of 355 local breeds, 71% are of unknown status // [2019]: Out of 357 local breeds, 71% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020503,2.5.2,Proportion of local breeds classified as being at risk of extinction,2020.Q1.G.02,"['sustainable agriculture', 'genetic resources']",ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%),352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,"Out of 6 local breeds, 0% are of unknown status",DAD-IS 2020 http://www.fao.org/dad-is/,,[2000-2018]: C: Country data // [2019]: E: Estimated data
