goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	1	World	1			Region								[2019]	2019	2019	1	NUMBER	Number	G	Global	12.0	12.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	202	Sub-Saharan Africa	3	2	Africa	Region								[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	419	Latin America and the Caribbean	3	19	Americas	Region								[2019]	2019	2019	1	NUMBER	Number	G	Global	2.0	2.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	513	Europe and Northern America	2	1	World	Region								[2019]	2019	2019	1	NUMBER	Number	G	Global	7.0	7.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	62	Central and Southern Asia	2	1	World	Region								[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	747	Northern Africa and Western Asia	2	1	World	Region								[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.1	Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries	C120101	12.1.1	Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production	2020.Q1.G.02	['sustainable consumption', 'sustainable production', 'development planning ']	SG_SCP_OTHER	Country with Other implementing activities for sustainable consumption and production (1 = YES; 0 = NO)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			[2019]	2019	2019	1	NUMBER	Number	G	Global	1.0	1.0				Environment Live / 10YFP		C: Country data
