series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	modeOfTransportation_code	modeOfTransportation_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			MOT_RAI	Rail transport	2018	79746520.75305					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			MOT_AIR	Air transport	2018	40142819.42528					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			MOT_ROA	Road transport	2018	2875544262.28056					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			MOT_RAI	Rail transport	2018	180473.09196					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			MOT_ROA	Road transport	2018	17999560694.6099					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			MOT_RAI	Rail transport	2018	534.74362					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			MOT_AIR	Air transport	2018	242053891260.194					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			MOT_ROA	Road transport	2018	1015421000000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			MOT_RAI	Rail transport	2018	98000000000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			MOT_AIR	Air transport	2018	243997485.92139					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			MOT_ROA	Road transport	2018	1522224010.57695					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			MOT_RAI	Rail transport	2018	239782.59673					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			MOT_AIR	Air transport	2018	162973100.0					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			MOT_ROA	Road transport	2018	34281934694.0176					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			MOT_RAI	Rail transport	2018	54649088.85226					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	29	Caribbean	4	419	Latin America and the Caribbean	Region								MOT_AIR	Air transport	2018	6019209035.12995					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	29	Caribbean	4	419	Latin America and the Caribbean	Region								MOT_RAI	Rail transport	2018	346245566.27226					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	29	Caribbean	4	419	Latin America and the Caribbean	Region								MOT_ROA	Road transport	2018	392730255687.068					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			MOT_RAI	Rail transport	2018	157305971.2064					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			MOT_ROA	Road transport	2018	350395654.95535					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			MOT_AIR	Air transport	2018	10651597.6					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			MOT_ROA	Road transport	2018	323441161.6					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			MOT_RAI	Rail transport	2018	11871171.6					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	30	Eastern Asia	3	142	Asia	Region								MOT_AIR	Air transport	2018	1708663154127.31					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	30	Eastern Asia	3	142	Asia	Region								MOT_ROA	Road transport	2018	7617448202677.01					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	30	Eastern Asia	3	142	Asia	Region								MOT_RAI	Rail transport	2018	1910304243390.3					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			MOT_AIR	Air transport	2018	14141438532.6					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			MOT_ROA	Road transport	2018	100293809048.935					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			MOT_RAI	Rail transport	2018	1104000000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			MOT_RAI	Rail transport	2018	433990592.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			MOT_ROA	Road transport	2018	360153896.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			MOT_ROA	Road transport	2018	1735155427.46797					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			MOT_RAI	Rail transport	2018	2022857.93004					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			MOT_AIR	Air transport	2018	4033395000.0					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			MOT_ROA	Road transport	2018	63818346085.9806					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			MOT_RAI	Rail transport	2018	1060043199.43271					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			MOT_RAI	Rail transport	2018	1372092.83657					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			MOT_ROA	Road transport	2018	1196111680.27305					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1			MOT_RAI	Rail transport	2018	611457.72059					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1			MOT_ROA	Road transport	2018	1452614058.12388					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			MOT_AIR	Air transport	2018	29907492609.7427					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			MOT_ROA	Road transport	2018	182513360591.029					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			MOT_RAI	Rail transport	2018	3913779495.12112					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			MOT_AIR	Air transport	2018	95766580.0					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			MOT_ROA	Road transport	2018	150336707280.542					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			MOT_RAI	Rail transport	2018	7114725.42296					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			MOT_RAI	Rail transport	2018	103813.23909					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			MOT_ROA	Road transport	2018	8226112849.051					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			MOT_ROA	Road transport	2018	1683873591.49105					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			MOT_AIR	Air transport	2018	10663019.0712					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			MOT_RAI	Rail transport	2018	710594.87389					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			MOT_ROA	Road transport	2018	98633974742.2293					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			MOT_RAI	Rail transport	2018	14227600.94874					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1			MOT_RAI	Rail transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1			MOT_ROA	Road transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	336	Holy See	4	39	Southern Europe	Country	12.45315803	41.90343751	VAT	0	1			MOT_ROA	Road transport	2018	8470134.675					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	336	Holy See	4	39	Southern Europe	Country	12.45315803	41.90343751	VAT	0	1			MOT_RAI	Rail transport	2018	3273173.15					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	34	Southern Asia	3	142	Asia	Region								MOT_AIR	Air transport	2018	298547790195.896					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	34	Southern Asia	3	142	Asia	Region								MOT_ROA	Road transport	2018	3449481720302.34					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	34	Southern Asia	3	142	Asia	Region								MOT_RAI	Rail transport	2018	983892080621.882					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			MOT_AIR	Air transport	2018	95497579.68653					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			MOT_RAI	Rail transport	2018	1157715.47461					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			MOT_ROA	Road transport	2018	81077078250.9507					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			MOT_AIR	Air transport	2018	158403729090.0					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			MOT_ROA	Road transport	2018	79123051455.917					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			MOT_RAI	Rail transport	2018	2533580487.8974					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			MOT_AIR	Air transport	2018	45225202520.0					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			MOT_ROA	Road transport	2018	82606610000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			MOT_RAI	Rail transport	2018	7769560000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	35	South-Eastern Asia	3	142	Asia	Region								MOT_AIR	Air transport	2018	656478706728.095					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	35	South-Eastern Asia	3	142	Asia	Region								MOT_ROA	Road transport	2018	776053962046.94					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	35	South-Eastern Asia	3	142	Asia	Region								MOT_RAI	Rail transport	2018	1773269789548.18					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			MOT_AIR	Air transport	2018	24228765676.6675					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			MOT_ROA	Road transport	2018	7984000000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			MOT_RAI	Rail transport	2018	1000246001.97988					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			MOT_AIR	Air transport	2018	221193698478.363					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			MOT_ROA	Road transport	2018	2348298927815.54					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			MOT_RAI	Rail transport	2018	754212257073.874					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			MOT_AIR	Air transport	2018	159061129229.856					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			MOT_ROA	Road transport	2018	108455388662.918					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			MOT_RAI	Rail transport	2018	21328673501.622					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			MOT_AIR	Air transport	2018	123533541629.999					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			MOT_ROA	Road transport	2018	236758122559.713					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			MOT_RAI	Rail transport	2018	611785499754.231					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			MOT_AIR	Air transport	2018	27243266154.0966					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			MOT_ROA	Road transport	2018	356005650153.019					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			MOT_RAI	Rail transport	2018	2872133793.56144					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			MOT_AIR	Air transport	2018	2072890512.6					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			MOT_ROA	Road transport	2018	123747302130.857					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			MOT_RAI	Rail transport	2018	7078328.97909					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			MOT_AIR	Air transport	2018	224622979353.0					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			MOT_ROA	Road transport	2018	45509487526.6072					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			MOT_RAI	Rail transport	2018	2281000000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			MOT_AIR	Air transport	2018	23917538000.0					ICAO		C	Country data	P_KM	Revenue passenger kilometres	G	Global			
