series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfProduct_code	typeOfProduct_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF21	Ferrous ores	2017	3959329153.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF4	Fossil fuels	2017	14894623447.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF_AGG3B	Non-metallic minerals - industrial or agricultural dominant	2017	1653252224.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF_AGG3A	Non-metallic minerals - construction dominant	2017	42178048599.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF2	Metal ores	2017	9148113851.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF22	Non-ferrous ores	2017	5188784693.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF13	Wood	2017	2320220475.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF14	Wild catch and harvest	2017	90178097.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF3	Non-metallic minerals	2017	43831300826.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	1	World	1			Region								MF421	Petroleum	2017	4298495922.0					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
