series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfProduct_code	typeOfProduct_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF1	Biomass	2017	3.68176					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF_AGG3A	Non-metallic minerals - construction dominant	2017	6.30747					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Total or no breakdown	2017	19.59041					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF_AGG3B	Non-metallic minerals - industrial or agricultural dominant	2017	0.83431					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF421	Petroleum	2017	0.56771					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF13	Wood	2017	0.47416					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF3	Non-metallic minerals	2017	7.14178					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF14	Wild catch and harvest	2017	0.00274					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF422	Natural gas	2017	0.281					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF122	Grazed biomass and fodder crops	2017	0.30656					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF4	Fossil fuels	2017	6.23155					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF21	Ferrous ores	2017	0.07525					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF11	Crops	2017	0.6805					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF22	Non-ferrous ores	2017	2.46007					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MF2	Metal ores	2017	2.53532					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF422	Natural gas	2017	0.00895					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF2	Metal ores	2017	0.17831					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF22	Non-ferrous ores	2017	0.16541					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF122	Grazed biomass and fodder crops	2017	0.28468					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF4	Fossil fuels	2017	0.09709					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF11	Crops	2017	1.15599					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF421	Petroleum	2017	0.07692					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF_AGG3B	Non-metallic minerals - industrial or agricultural dominant	2017	0.01013					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF13	Wood	2017	0.57432					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF3	Non-metallic minerals	2017	0.31417					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF14	Wild catch and harvest	2017	0.0812					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF121	Crop residues	2017	0.8298					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF41	Coal	2017	0.01122					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Total or no breakdown	2017	3.51556					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF1	Biomass	2017	2.92599					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF_AGG3A	Non-metallic minerals - construction dominant	2017	0.30404					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MF21	Ferrous ores	2017	0.0129					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF121	Crop residues	2017	0.30063					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF41	Coal	2017	0.00212					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF1	Biomass	2017	1.51724					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Total or no breakdown	2017	1.7516					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF_AGG3B	Non-metallic minerals - industrial or agricultural dominant	2017	0.00502					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF3	Non-metallic minerals	2017	0.20393					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF_AGG3A	Non-metallic minerals - construction dominant	2017	0.19891					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF13	Wood	2017	0.39255					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF14	Wild catch and harvest	2017	0.00182					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF122	Grazed biomass and fodder crops	2017	0.12359					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF4	Fossil fuels	2017	0.00212					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF21	Ferrous ores	2017	0.00371					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF11	Crops	2017	0.69864					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF22	Non-ferrous ores	2017	0.0246					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MF2	Metal ores	2017	0.02831					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF14	Wild catch and harvest	2017	0.01128					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF_AGG3A	Non-metallic minerals - construction dominant	2017	0.80667					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF3	Non-metallic minerals	2017	0.82446					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF421	Petroleum	2017	0.04207					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF_AGG3B	Non-metallic minerals - industrial or agricultural dominant	2017	0.01779					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF21	Ferrous ores	2017	0.1107					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF13	Wood	2017	0.40909					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF4	Fossil fuels	2017	0.08702					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF121	Crop residues	2017	0.88474					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF11	Crops	2017	0.93647					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF2	Metal ores	2017	0.32611					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF22	Non-ferrous ores	2017	0.21541					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF122	Grazed biomass and fodder crops	2017	0.57794					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF422	Natural gas	2017	0.04119					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								_T	Total or no breakdown	2017	4.05711					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF1	Biomass	2017	2.81952					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MF41	Coal	2016	0.00374					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF41	Coal	2017	0.24239					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF121	Crop residues	2017	2.67655					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF_AGG3A	Non-metallic minerals - construction dominant	2017	6.29537					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF13	Wood	2017	1.06095					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF1	Biomass	2017	7.56116					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	Total or no breakdown	2017	17.52232					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF422	Natural gas	2017	1.44469					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF122	Grazed biomass and fodder crops	2017	1.07883					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF2	Metal ores	2017	0.11686					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF4	Fossil fuels	2017	2.59864					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF21	Ferrous ores	2017	0.11398					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF11	Crops	2017	2.73232					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF_AGG3B	Non-metallic minerals - industrial or agricultural dominant	2017	0.95029					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF421	Petroleum	2017	0.91156					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF14	Wild catch and harvest	2017	0.01251					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF3	Non-metallic minerals	2017	7.24566					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MF22	Non-ferrous ores	2017	0.00288					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			MF121	Crop residues	2017	1.1102					Environment Live / Global Material Flows Database		E	Estimated data	T	Tonnes	G	Global			
