series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	levelStatus_code	levelStatus_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	199	Least Developed Countries (LDC)	1			Group								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	23.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	199	Least Developed Countries (LDC)	1			Group								ABT2_EXCEED	National target reflecting ABT2  exists and progress is on track to exceed it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	199	Least Developed Countries (LDC)	1			Group								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	8.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	199	Least Developed Countries (LDC)	1			Group								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	199	Least Developed Countries (LDC)	1			Group								ABT2_NONTLT	No national target reflecting ABT 2	2020	5.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2	Africa	2	1	World	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	4.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2	Africa	2	1	World	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2	Africa	2	1	World	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	22.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2	Africa	2	1	World	Region								ABT2_EXCEED	National target reflecting ABT2  exists and progress is on track to exceed it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2	Africa	2	1	World	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	12.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	202	Sub-Saharan Africa	3	2	Africa	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	4.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	202	Sub-Saharan Africa	3	2	Africa	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	21.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	202	Sub-Saharan Africa	3	2	Africa	Region								ABT2_EXCEED	National target reflecting ABT2  exists and progress is on track to exceed it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	202	Sub-Saharan Africa	3	2	Africa	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	9.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	29	Caribbean	4	419	Latin America and the Caribbean	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	29	Caribbean	4	419	Latin America and the Caribbean	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	29	Caribbean	4	419	Latin America and the Caribbean	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	4.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	30	Eastern Asia	3	142	Asia	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	30	Eastern Asia	3	142	Asia	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	34	Southern Asia	3	142	Asia	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	34	Southern Asia	3	142	Asia	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	4.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	34	Southern Asia	3	142	Asia	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	35	South-Eastern Asia	3	142	Asia	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	35	South-Eastern Asia	3	142	Asia	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	35	South-Eastern Asia	3	142	Asia	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	39	Southern Europe	3	150	Europe	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	39	Southern Europe	3	150	Europe	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	39	Southern Europe	3	150	Europe	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	4.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	39	Southern Europe	3	150	Europe	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	419	Latin America and the Caribbean	3	19	Americas	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	419	Latin America and the Caribbean	3	19	Americas	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	419	Latin America and the Caribbean	3	19	Americas	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	15.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
