series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	age_code	age_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	1	World	1			Region								A	Normal value	Y_GE15	15 years old and over	2018	14.623674					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	Y_GE15	15 years old and over	2018	52.8088102698467					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			A	Normal value	Y_GE15	15 years old and over	2018	5.09294137544011					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			A	Normal value	Y_GE15	15 years old and over	2016	3.22270804156733					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			A	Normal value	Y_GE15	15 years old and over	2017	0.783688658192296					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	Y_GE15	15 years old and over	2018	7.8356790130193					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			A	Normal value	Y_GE15	15 years old and over	2018	5.2242395493851					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			A	Normal value	Y_GE15	15 years old and over	2018	2.19823412672764					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			A	Normal value	Y_GE15	15 years old and over	2018	19.9919666485372					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			A	Normal value	Y_GE15	15 years old and over	2018	32.5343482672877					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			A	Normal value	Y_GE15	15 years old and over	2017	0.707526311134695					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			A	Normal value	Y_GE15	15 years old and over	2015	18.6305405335333					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			A	Normal value	Y_GE15	15 years old and over	2017	1.00015989898132					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			A	Normal value	Y_GE15	15 years old and over	2018	13.9659414668031					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			A	Normal value	Y_GE15	15 years old and over	2018	8.87614043335738					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			A	Normal value	Y_GE15	15 years old and over	2018	14.8648314975646					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			A	Normal value	Y_GE15	15 years old and over	2018	3.17942909376335					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
