series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	1	World	1			Region								2018	2.17286822683324					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			2018	0.956308266396462					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			2018	1.01454155563044					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			2018	7.61668245327102					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	11	Western Africa	4	202	Sub-Saharan Africa	Region								2018	0.283927153969452					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			2018	0.894645804719444					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			2018	1.95257494334919					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			2018	0.0162128307455894					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			2018	0.388612627192147					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			2018	8.86845857502964					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	13	Central America	4	419	Latin America and the Caribbean	Region								2018	0.9744042931832539					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			2018	6.88541094292803					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			2018	1.92632583333333					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								2018	2.75396538312258					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			2018	0.0696512445022312					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	142	Asia	2	1	World	Region								2018	2.05475728483596					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	143	Central Asia	3	142	Asia	Region								2018	6.57909639952415					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			2018	1.63620900813267					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	145	Western Asia	3	142	Asia	Region								2018	1.95573140833314					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			2018	0.113289071553367					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	15	Northern Africa	3	2	Africa	Region								2018	0.130958113297104					Global Surface Water Explorer extraction for UN Environment		E	Estimated data	PT	Percentage	G	Global			
